Sentence #	Word	POS	NPOS	Tag	
	http://t.co/pswj9oeakv	U	NN	O
	0	0	0	O
Sentence: 6	rt	~	NN	O
	@cmichaelgibson:	V	VBZ	O
	oral	A	JJ	O
	#apixaban	#	JJ	O
	non-inferior	N	JJ	O
	in	P	IN	O
	effectiveness	N	JJ	O
	&amp;	N	NN	O
	lowers	V	NNS	O
	bleeding	V	VBG	O
	c/w	N	NN	O
	warfarin	N	NN	O
	in	P	IN	O
	acute	A	JJ	O
	venous	N	JJ	O
	thromboembolism	N	NN	O
	#nejm	#	NNP	O
	http:�	U	NN	O
	0	0	0	O
Sentence: 7	rt	~	NN	O
	@cmichaelgibson:	V	NNP	O
	#apixaban	#	NNP	O
	/	,	NNP	O
	#eliquis	#	NNP	O
	reduced	V	VBD	O
	major	A	JJ	O
	bleeding	V	NN	O
	from	P	IN	O
	1.8%	$	CD	O
	to	P	TO	O
	0.6%	$	CD	O
	vs	P	NN	O
	#warfarin	N	NN	O
	in	P	IN	O
	acute	A	JJ	O
	venous	N	JJ	O
	thromboembolism	N	NN	O
	patients	N	NNS	O
	htt�	V	VBP	O
	0	0	0	O
Sentence: 8	@ciproispoison	@	NN	O
	avelox	^	NN	O
	got	V	VBD	O
	me.	O	JJ	O
	central	R	JJ	B-ADR
	nervous	A	JJ	I-ADR
	system	N	NN	I-ADR
	breakdown.	N	NN	I-ADR
	0	0	0	O
Sentence: 9	@drjudystone	@	CD	O
	dr-read	V	JJ	O
	you	O	PRP	O
	know	V	VBP	O
	side	N	JJ	O
	effects	N	NNS	O
	of	P	IN	O
	levaquin,	^	JJ	O
	avelox,	^	NN	O
	and	&	CC	O
	cipro-true?	N	NN	O
	can	V	MD	O
	you	O	PRP	O
	help	V	VB	O
	people	N	NNS	O
	suffering-drs.	V	JJ	O
	tell	V	VBP	O
	us	O	PRP	O
	in	P	IN	O
	our	D	PRP$	O
	mindno	A	NN	O
	way	N	NN	O
	0	0	0	O
Sentence: 10	does	V	VBZ	O
	anybody	N	NN	O
	take	V	VB	O
	baclofen?	T	NN	O
	so,	P	VB	O
	what	O	WP	O
	dose?	N	VB	O
	just	R	RB	O
	curious.	A	NN	O
	i	O	NN	O
	now	R	RB	O
	take	V	VBP	O
	50mg	N	CD	O
	a	D	DT	O
	day	N	NN	O
	can	V	MD	O
	you	O	PRP	O
	rt	V	VB	O
	please	V	VB	O
	@positiveaboutms	@	NNP	O
	?	,	.	O
	0	0	0	O
Sentence: 11	@carolewhelan	@	NN	O
	i	O	NN	O
	find	V	VBP	O
	the	D	DT	O
	baclofen	^	NN	O
	worse,	A	NN	O
	it	O	PRP	O
	has	V	VBZ	O
	left	V	VBN	O
	me	O	PRP	O
	in	P	IN	O
	a	D	DT	O
	tired/sleepy	A	NN	B-ADR
	fog	N	NN	I-ADR
	all	D	DT	O
	day	N	NN	O
	-	,	:	O
	the	D	DT	O
	codeine	N	NN	O
	i	O	NN	O
	can	V	MD	O
	(mostly)	R	VB	O
	deal	N	VB	O
	with.	P	NN	O
	0	0	0	O
Sentence: 12	yay	!	NN	O
	mom's	L	NN	O
	giving	V	VBG	O
	me	O	PRP	O
	baclofen	R	IN	O
	when	R	WRB	O
	i	O	JJ	O
	get	V	VBP	O
	home~	N	JJ	O
	i'll	L	NN	O
	probably	R	RB	O
	still	R	RB	O
	be	V	VB	O
	gorked	A	VBN	B-ADR
	for	P	IN	O
	my	D	PRP$	O
	physics	N	NNS	O
	final	A	JJ	O
	but	&	CC	O
	i	O	JJ	O
	kinda	R	VBP	O
	don't	V	JJ	O
	give	V	VB	O
	a	D	DT	O
	fuck.	N	NN	O
	0	0	0	O
Sentence: 13	@50thingsb450	@	JJ	O
	er!	^	NN	O
	struggling	V	VBG	O
	with	P	IN	O
	diazepam	N	NN	O
	and	&	CC	O
	increased	V	VBD	O
	baclofen.	R	NN	O
	back	R	RB	O
	is	V	VBZ	O
	obvs	R	NN	O
	still	R	RB	O
	in	P	IN	O
	trouble	N	NN	O
	:(	E	NN	O
	0	0	0	O
Sentence: 14	i	O	NN	O
	took	V	VBD	O
	some	D	DT	O
	baclofen	^	NN	O
	and	&	CC	O
	i	O	NN	O
	dont	V	VBP	O
	feel	V	VB	O
	a	D	DT	O
	little	A	JJ	O
	but	&	CC	O
	drowsy!	A	JJ	O
	#wtf	#	NNP	O
	#backspasms	#	NN	O
	0	0	0	O
Sentence: 15	i	O	NN	O
	think	V	VBP	O
	baclofen	^	NN	O
	might	V	MD	O
	make	V	VB	B-ADR
	me	O	PRP	I-ADR
	a	D	DT	I-ADR
	bigger	A	JJR	I-ADR
	asshole	N	NN	I-ADR
	than	P	IN	O
	usual.	A	JJ	O
	:/	E	NN	O
	0	0	0	O
Sentence: 16	@neph0079@positiveaboutms	$	NN	O
	i	O	NNS	O
	take	V	VBP	O
	baclofen	T	NN	O
	""can't	V	NNS	B-ADR
	sleep!	V	VBD	I-ADR
	want	V	VBP	O
	to	P	TO	O
	sleep!""	V	VB	O
	help!	V	NN	O
	0	0	0	O
Sentence: 17	pipetting	V	VBG	O
	some	D	DT	O
	human	A	JJ	O
	plasma	N	NN	O
	into	P	IN	O
	test	N	NN	O
	tubes	N	NNS	O
	to	P	TO	O
	be	V	VB	O
	run	V	VBN	O
	in	P	IN	O
	the	D	DT	O
	baclofen	^	NN	O
	assay	N	VBP	O
	#scienceswag	#	NN	O
	0	0	0	O
Sentence: 18	@dystoniasociety	@	NN	O
	i	O	NN	O
	would	V	MD	O
	like	V	VB	O
	to	P	TO	O
	know	V	VB	O
	what	O	WP	O
	everyone	N	NN	O
	else's	S	JJ	O
	experience	N	NN	O
	are	V	VBP	O
	of	P	IN	O
	baclofen	^	NN	O
	and	&	CC	O
	clonazepam.	N	NN	O
	do	V	VBP	O
	they	O	PRP	O
	get	V	VB	O
	dry	A	JJ	B-ADR
	nose	N	JJ	I-ADR
	/	,	NNS	O
	throat?	N	NN	B-ADR
	0	0	0	O
Sentence: 19	boniva	^	NN	O
	would've	V	NN	O
	been	V	VBN	O
	better	R	RBR	O
	properly	R	RB	O
	named	V	VBN	O
	as	P	IN	O
	an	D	DT	O
	erectile	N	JJ	B-ADR
	dysfunction	N	NN	I-ADR
	drug.	N	NN	O
	0	0	0	O
Sentence: 20	i'm	L	NN	O
	sorry	A	NN	O
	you	O	PRP	O
	have	V	VBP	O
	ostrich	N	JJ	O
	halitosis	N	NN	B-ADR
	@daniellejmoody	@	NN	O
	but	&	CC	O
	that	O	DT	O
	is	V	VBZ	O
	a	D	DT	O
	side	N	JJ	O
	effect	N	NN	O
	of	P	IN	O
	once	R	RB	O
	monthly	A	JJ	O
	boniva.	N	NN	O
	0	0	0	O
Sentence: 21	@speeeeedbird	@	NN	O
	over	P	IN	O
	your	D	PRP$	O
	knee?	N	NNS	O
	are	V	VBP	O
	you	O	PRP	O
	sure	A	JJ	O
	that's	L	JJ	O
	safe	A	JJ	O
	w/your	P	NN	O
	osteoporosis	N	NN	O
	&amp;	N	NNP	O
	arthritis?	N	NN	O
	should	V	MD	O
	have	V	VB	O
	taken	V	VBN	O
	your	D	PRP$	O
	once	R	RB	O
	a	D	DT	O
	month	N	NN	O
	boniva.	P	NN	O
	#kidding	V	VBG	O
	0	0	0	O
Sentence: 22	@rayfierce_	@	NNS	O
	like	P	IN	O
	sally	^	RB	O
	field	^	NN	O
	says...	V	NN	O
	we	O	PRP	O
	have	V	VBP	O
	this	D	DT	O
	one	$	CD	O
	body	N	NN	O
	and	&	CC	O
	this	D	DT	O
	one	$	CD	O
	life.	N	NN	O
	take	V	VB	O
	boniva	T	NN	O
	0	0	0	O
Sentence: 23	rt	~	NN	O
	@bizjournalism:	G	NNP	O
	rt	~	NN	O
	@propublica:	N	VBD	O
	17	$	CD	O
	of	P	IN	O
	the	D	DT	O
	top	A	JJ	O
	20	$	CD	O
	prescribers	N	NNS	O
	of	P	IN	O
	blood	N	NN	O
	pressure	N	NN	O
	drug	N	NN	O
	bystolic	N	NN	O
	received	V	VBD	O
	speaking	V	VBG	O
	fees	N	NNS	O
	from	P	IN	O
	its	D	PRP$	O
	maker.	N	NN	O
	http�	N	NN	O
	0	0	0	O
Sentence: 24	canagliflozin	^	NN	O
	demonstrates	V	VBZ	O
	better	A	RBR	O
	glycemic	^	JJ	O
	control	N	NN	O
	and	&	CC	O
	body	N	NN	O
	weight	N	JJ	O
	reduction	N	NN	O
	versus	P	NN	O
	sitagliptin	V	NN	O
	in	P	IN	O
	a	D	DT	O
	52	$	CD	O
	weeks	N	NNS	O
	clinical	A	JJ	O
	study	N	NN	O
	#2013ada	#	NN	O
	0	0	0	O
Sentence: 25	cipro	N	JJ	O
	tablets	N	NNS	O
	are	V	VBP	O
	present	A	JJ	O
	inward	A	RB	O
	100	$	CD	O
	mg,	N	NNS	O
	250	$	CD	O
	mg,	N	NNS	O
	500	$	CD	O
	mg,	N	NNS	O
	750	$	CD	O
	mg	N	NNS	O
	baton	N	NN	O
	1000	$	CD	O
	mg.:	N	NN	O
	0	0	0	O
Sentence: 26	the	D	DT	O
	fluoroquinolone	^	JJ	O
	syndrome	^	JJ	O
	&lt;-have	V	NN	O
	you	O	PRP	O
	experienced	V	VBD	O
	side	N	JJ	O
	effects	N	NNS	O
	from	P	IN	O
	taking	V	VBG	O
	quinolones	D	NNS	O
	antibiotics	N	NNS	O
	(e.g.	G	VBP	O
	cipro)	N	NN	O
	?	,	.	O
	0	0	0	O
Sentence: 27	a	D	DT	O
	double	A	JJ	O
	shot	N	NN	O
	of	P	IN	O
	africa	^	NN	O
	with	P	IN	O
	a	D	DT	O
	cipro	N	JJ	O
	chaser	N	NN	O
	#stomachparty	#	NN	O
	#ethiopiaspring2013	#	NN	O
	0	0	0	O
Sentence: 28	@ciproispoison	@	NN	O
	ironically,	R	VBZ	O
	the	D	DT	O
	pulmonologist	N	NN	O
	i	O	NN	O
	work	V	NN	O
	with	P	IN	O
	told	V	JJ	O
	me	O	PRP	O
	about	P	IN	O
	his	D	PRP$	O
	own	A	JJ	O
	devastating	A	VBG	O
	bout	P	NN	O
	with	P	IN	O
	'tendonitis'	N	NNS	B-ADR
	after	P	IN	O
	cipro	N	NN	O
	0	0	0	O
Sentence: 29	@_cimmy_	@	JJ	O
	thanks!	N	NN	O
	yes,	!	NN	O
	after	P	IN	O
	i	O	NN	O
	was	V	VBD	O
	prescribed	V	VBN	O
	cipro	N	VBZ	O
	a	D	DT	O
	few	A	JJ	O
	years	N	NNS	O
	ago,	R	RB	O
	and	&	CC	O
	it	O	PRP	O
	really	R	RB	O
	messed	V	VBD	O
	me	O	PRP	O
	up,	T	JJ	O
	i	O	NN	O
	am	V	VBP	O
	quite	R	RB	O
	wary	A	JJ	O
	of	P	IN	O
	broad	A	JJ	O
	spectrum	N	NN	O
	ones.	N	NN	O
	0	0	0	O
Sentence: 30	if	P	IN	O
	you	O	PRP	O
	talk	V	VBP	O
	bad	A	JJ	O
	about	P	IN	O
	lebron	^	NN	O
	i	O	NNS	O
	hope	V	VBP	O
	a	D	DT	O
	thug	N	JJ	O
	shoots	V	NNS	O
	off	T	IN	O
	your	D	PRP$	O
	great	A	JJ	O
	toe	N	NN	O
	and	&	CC	O
	all	D	PDT	O
	the	D	DT	O
	vancomycin	N	NN	O
	and	&	CC	O
	cipro	N	NN	O
	in	P	IN	O
	the	D	DT	O
	world	N	NN	O
	cant	V	NN	O
	cure	V	NN	O
	the	D	DT	O
	infection.	N	NN	O
	0	0	0	O
Sentence: 31	@integratemd	@	NN	O
	i	O	NN	O
	sure	A	VBP	O
	wish	V	JJ	O
	my	D	PRP$	O
	doctor	N	NN	O
	had	V	VBD	O
	told	V	VBN	O
	me	O	PRP	O
	cipro	N	VB	O
	could	V	MD	O
	disable	V	VB	B-ADR
	me	O	PRP	O
	for	P	IN	O
	life!	N	NN	O
	there	R	EX	O
	was	V	VBD	O
	never	R	RB	O
	any	D	DT	O
	mention	N	NN	O
	of	P	IN	O
	that.	O	NN	O
	now	R	RB	O
	i'm	L	VBZ	O
	crippled.	A	NN	B-ADR
	0	0	0	O
Sentence: 32	@heidita22	@	JJ	O
	@joanjacobs4	@	NNP	O
	dr	^	NN	O
	said	V	VBD	O
	i	O	NNS	O
	have	V	VBP	O
	blood,	N	VBN	O
	puss,	N	NNS	O
	red	A	JJ	O
	n	&	JJ	O
	white	A	JJ	O
	blood	N	NN	O
	cells	N	NNS	O
	in	P	IN	O
	my	D	PRP$	O
	urine.	N	JJ	O
	gave	V	VBD	O
	me	O	PRP	O
	cipro	N	JJ	O
	n	&	FW	O
	told	V	VBD	O
	me	O	PRP	O
	to	P	TO	O
	see	V	VB	O
	urologist	N	JJ	O
	monday	N	NN	O
	0	0	0	O
Sentence: 33	@abdulhabiba	@	NNS	O
	hope	V	VBP	O
	u	O	NNS	O
	are	V	VBP	O
	fine	A	JJ	O
	now.	R	JJ	O
	just	R	RB	O
	finished	V	VBN	O
	taking	V	VBG	O
	mine	O	NN	O
	also	R	RB	O
	last	A	JJ	O
	month.	N	JJ	O
	cipro	N	JJ	O
	tab	N	NN	O
	and	&	CC	O
	d	D	NN	O
	rest...	N	VBP	O
	so	P	RB	O
	i	O	JJ	O
	dnt	V	VBP	O
	need	V	VBP	O
	them	O	PRP	O
	again.	R	VB	O
	0	0	0	O
Sentence: 34	@ciproispoison	@	NN	O
	@_cimmy_	@	NN	O
	i	O	VBP	O
	hope	V	VBP	O
	you	O	PRP	O
	are	V	VBP	O
	doing	V	VBG	O
	better	R	RBR	O
	now.	R	JJ	O
	yes,	!	NN	O
	a	D	DT	O
	small	A	JJ	O
	dose	N	NN	O
	of	P	IN	O
	cipro	N	NN	O
	a	D	DT	O
	few	A	JJ	O
	years	N	NNS	O
	ago	P	RB	O
	did	V	VBD	O
	get	V	VB	O
	me	O	PRP	O
	two	$	CD	O
	or	&	CC	O
	so	R	RB	O
	years	N	NNS	O
	of	P	IN	O
	problems.	N	NN	O
	0	0	0	O
Sentence: 35	@kevinmd	@	RB	O
	even	R	RB	O
	w	P	VB	O
	the	D	DT	O
	best	A	JJS	O
	care	N	NN	O
	a	D	DT	O
	patient	N	NN	O
	can	V	MD	O
	die	V	VB	O
	from	P	IN	O
	avandia,	^	JJ	O
	vioxx,	^	NN	O
	get	V	VB	O
	kidney	N	JJ	O
	failure	N	NN	O
	from	P	IN	O
	cipro	N	NN	O
	or	&	CC	O
	commit	V	NN	O
	suicide	N	NN	O
	on	P	IN	O
	new	A	JJ	O
	antidepressants	N	NNS	O
	0	0	0	O
Sentence: 36	@remiamaka	@	VB	O
	it	O	PRP	O
	wasn't	V	VB	O
	an	D	DT	O
	easy	A	JJ	O
	victory	N	NN	O
	though.	P	NN	O
	felt	V	VBD	B-ADR
	like	P	IN	I-ADR
	chemo	N	NN	I-ADR
	with	P	IN	O
	the	D	DT	O
	cipro.	N	NN	O
	as	P	IN	O
	for	P	IN	O
	the	D	DT	O
	heart,	N	NN	O
	i	O	NN	O
	meant	V	VBP	O
	for	P	IN	O
	study	N	NN	O
	purposes.	N	NN	O
	0	0	0	O
Sentence: 37	@evann_lfc	@	NN	O
	yea	!	NN	O
	still	R	RB	O
	a	D	DT	O
	vampire	N	NN	B-ADR
	as	P	IN	O
	still	R	RB	O
	on	P	IN	O
	cipro	N	JJ	O
	wbu?	N	NN	O
	xx	E	NN	O
	0	0	0	O
Sentence: 38	@abittersweet1	@	JJ	O
	cipro	N	NN	O
	destroyed	V	VBD	B-ADR
	my	D	PRP$	I-ADR
	entire	A	JJ	I-ADR
	body,	N	NN	I-ADR
	from	P	IN	O
	head	N	NN	O
	to	P	TO	O
	toe.	V	VB	O
	bedridden	A	JJ	B-ADR
	since	P	IN	O
	2009.	$	CD	O
	be	V	VB	O
	very	R	RB	O
	careful.	A	JJ	O
	0	0	0	O
Sentence: 39	this	D	DT	O
	cipro	N	NN	O
	is	V	VBZ	O
	totally	R	RB	O
	""killing""	V	JJ	B-ADR
	my	D	PRP$	I-ADR
	tummy	N	JJ	I-ADR
	..	,	NNP	O
	hiks..	!	NN	O
	0	0	0	O
Sentence: 40	@katelynjoyy	@	IN	O
	the	D	DT	O
	aythromicyn	^	NN	O
	didn't	V	NN	O
	work	V	NN	O
	so	P	RB	O
	i'm	L	JJ	O
	back	R	RB	O
	on	P	IN	O
	cipro	N	NN	O
	which	O	WDT	O
	is	V	VBZ	O
	what	O	WP	O
	caused	V	VBD	O
	my	D	PRP$	O
	septic	A	JJ	B-ADR
	c	N	NN	I-ADR
	diff	N	NN	I-ADR
	in	P	IN	O
	sept.	^	NN	O
	0	0	0	O
Sentence: 41	@nichole_lindsey	@	NN	O
	i've	L	NN	O
	had	V	VBD	O
	cipro	N	VBN	O
	before.	P	NNS	O
	luckily	R	RB	O
	for	P	IN	O
	me,	O	NN	O
	the	D	DT	O
	only	A	JJ	O
	side	N	NN	O
	fx	N	NN	O
	i	O	NN	O
	tend	V	VBP	O
	to	P	TO	O
	get	V	VB	O
	from	P	IN	O
	ab	^	NN	O
	is	V	VBZ	O
	gastic	R	JJ	B-ADR
	upset.	A	JJ	I-ADR
	but	&	CC	O
	i	O	JJ	O
	rarely	R	RB	O
	use	V	VBP	O
	ab.	G	NN	O
	0	0	0	O
Sentence: 42	@iamhdt	@	NN	O
	i	O	NNS	O
	need	V	VBP	O
	some	D	DT	O
	lysol.	N	NN	O
	maybe	R	RB	O
	some	D	DT	O
	cipro.	N	NN	O
	0	0	0	O
Sentence: 43	day	N	NN	O
	11	$	CD	O
	of	P	IN	O
	#rwrunstreak	^	JJ	O
	completed.	V	NN	O
	1.32	$	CD	O
	miles	N	NNS	O
	of	P	IN	O
	walking.	V	NN	O
	can't	V	NN	B-ADR
	run	V	VB	I-ADR
	even	R	RB	O
	if	P	IN	O
	i	O	NNS	O
	could	V	MD	O
	because	P	IN	O
	of	P	IN	O
	cipro.	N	NN	O
	also	R	RB	O
	day	N	NN	O
	4	P	CD	O
	of	P	IN	O
	mostly	R	RB	O
	raw	A	JJ	O
	was	V	VBD	O
	good.	A	NN	O
	0	0	0	O
Sentence: 44	no!	!	NN	O
	i	O	NN	O
	always	R	RB	O
	get	V	VB	O
	cipro	N	JJ	O
	before	P	IN	O
	i	O	JJ	O
	travel	V	NN	O
	but	&	CC	O
	never	R	RB	O
	had	V	VBD	O
	to	P	TO	O
	use	V	VB	O
	it,	O	NN	O
	not	R	RB	O
	even	R	RB	O
	in	P	IN	O
	mexico!	^	NN	O
	mt	N	NN	O
	@johnnyjet:	N	NNP	O
	ever	R	RB	O
	call	V	VBP	O
	doctor	N	NN	O
	on	P	IN	O
	a	D	DT	O
	trip?	N	NN	O
	#travelskills	#	NNS	O
	0	0	0	O
Sentence: 45	@shipmom	@	JJ	O
	cipro	N	NN	O
	is	V	VBZ	O
	awful	A	JJ	O
	makes	V	VBZ	O
	me	O	PRP	O
	sick	A	JJ	B-ADR
	as	P	IN	O
	a	D	DT	O
	dog	N	NN	O
	too	R	RB	O
	0	0	0	O
Sentence: 46	@lisabrownphotos	@	NNS	O
	consider	V	VBP	O
	yourself	O	PRP	O
	lucky	A	JJ	O
	if	P	IN	O
	all	X	DT	O
	it	O	PRP	O
	does	V	VBZ	O
	is	V	VBZ	O
	make	V	VB	O
	you	O	PRP	O
	dizzy	A	VB	B-ADR
	and	&	CC	O
	sick!	A	VB	B-ADR
	cipro	N	NN	O
	crippled	V	VBN	B-ADR
	me	O	PRP	O
	and	&	CC	O
	countless	A	VB	O
	others.	N	NN	O
	0	0	0	O
Sentence: 47	@quitecoldnight	@	JJ	O
	@buzzfeedandrew	@	NNP	O
	usps	^	JJ	O
	employees	N	NNS	O
	who	O	WP	O
	were	V	VBD	O
	given	V	VBN	O
	cipro	N	NNS	O
	ended	V	VBD	O
	up	T	RP	O
	crippled	A	VBN	O
	by	P	IN	O
	it	O	PRP	O
	&amp;	V	NNP	O
	filed	V	VBD	O
	a	D	DT	O
	class	N	NN	O
	action	N	NN	O
	lawsuit	N	NN	O
	against	P	IN	O
	bayer.	^	NN	O
	0	0	0	O
Sentence: 48	forget	V	VB	O
	diamonds...cipro	N	NN	O
	is	V	VBZ	O
	a	D	DT	O
	girl's	S	JJ	O
	best	A	RBS	O
	friend	N	NN	O
	#tummytrouble	#	JJ	O
	#ahafrica	#	NN	O
	0	0	0	O
Sentence: 49	�@joshuagates:	,	NN	O
	tip:	V	VB	O
	my	D	PRP$	O
	5	$	CD	O
	item	N	NN	O
	health	N	NN	O
	kit	N	NN	O
	for	P	IN	O
	distant	A	JJ	O
	lands:	N	JJ	O
	cipro	N	NN	O
	(gut),	N	NNP	O
	z	G	NNP	O
	pak	G	NN	O
	(chest),	N	NNP	O
	pepto	N	NN	O
	(stomach),	N	NNP	O
	purell	N	NN	O
	(germs),	N	NNP	O
	advil	N	VBZ	O
	(hangovers).	N	NN	O
	0	0	0	O
Sentence: 50	rt	~	NN	O
	@joshuagates:	A	NN	O
	tip:	N	VB	O
	my	D	PRP$	O
	5	$	CD	O
	item	N	NN	O
	health	N	NN	O
	kit	N	NN	O
	for	P	IN	O
	distant	A	JJ	O
	lands:	N	JJ	O
	cipro	N	NN	O
	(gut),	N	NNP	O
	z	G	NNP	O
	pak	G	NN	O
	(chest),	N	NNP	O
	pepto	N	NN	O
	(stomach),	N	NNP	O
	purell	N	NN	O
	(germs),	N	NNP	O
	advil	N	VBZ	O
	(hangovers�	N	NN	O
	0	0	0	O
Sentence: 51	@theeastmovie	@	JJ	O
	thank	V	NN	O
	you	O	PRP	O
	so	R	RB	O
	much	R	JJ	O
	for	P	IN	O
	getting	V	VBG	O
	the	D	DT	O
	message	N	NN	O
	out...wish	P	JJ	O
	i	O	NN	O
	could	V	MD	O
	see	V	VB	O
	the	D	DT	O
	film	N	NN	O
	but	&	CC	O
	bayer	^	NN	O
	crippled	V	VBD	B-ADR
	me	O	PRP	O
	with	P	IN	O
	cipro	N	JJ	O
	back	N	RB	O
	in	P	IN	O
	2009!	$	CD	O
	0	0	0	O
Sentence: 52	@dougbremner	@	NN	O
	i	O	JJ	O
	wish	V	JJ	O
	i'd	L	NN	O
	have	V	VBP	O
	found	V	VBN	O
	your	D	PRP$	O
	article	N	NN	O
	sooner!	R	NN	O
	i	O	NN	O
	was	V	VBD	O
	crippled	A	VBN	B-ADR
	by	P	IN	O
	cipro	N	NN	O
	in	P	IN	O
	oct	^	NN	O
	of	P	IN	O
	'09.	$	POS	O
	prescribed	V	NN	O
	for	P	IN	O
	a	D	DT	O
	uti	N	JJ	O
	&amp;	V	NN	O
	it	O	PRP	O
	didn't	V	VBD	O
	even	R	RB	O
	help.	V	JJ	O
	0	0	0	O
Sentence: 53	@ciproispoison	@	NN	O
	you	O	PRP	O
	r	V	VBP	O
	right	A	JJ	O
	cipro	N	NNS	O
	nearly	R	RB	B-ADR
	killed	V	VBD	I-ADR
	me	O	PRP	I-ADR
	0	0	0	O
Sentence: 54	guess	V	NN	O
	i'm	L	NN	O
	allergic	A	NN	B-ADR
	to	P	TO	O
	cipro...	N	VB	O
	0	0	0	O
Sentence: 55	@jkimberlinn	@	JJ	O
	im	L	NN	O
	on	P	IN	O
	cypro	N	NN	O
	.	,	.	O
	actually	R	RB	O
	in	P	IN	O
	dying	V	VBG	B-ADR
	on	P	IN	O
	cypro	^	NN	O
	0	0	0	O
Sentence: 56	@aidenholder23	@	NN	O
	i	O	NN	O
	am	V	VBP	O
	a	D	DT	O
	sun-worshipper	N	JJ	O
	-	,	:	O
	doctor	N	NN	O
	gave	V	VBD	O
	me	O	PRP	O
	cipro	N	JJ	O
	-	,	:	O
	big	A	JJ	O
	warning	N	NN	O
	about	P	IN	O
	sun	N	NN	O
	exposure	N	NN	O
	-	,	:	O
	blah,	!	NN	O
	blah,	!	NN	O
	blah.	!	NN	O
	screw	V	VBD	O
	u	O	JJ	O
	i	O	NN	O
	did	V	VBD	O
	it	O	PRP	O
	anyway!	R	VB	O
	0	0	0	O
Sentence: 57	@echo_jewel	@	NN	O
	it	O	PRP	O
	wasn't	V	VBZ	O
	reacting	V	VBG	O
	to	P	TO	O
	bactrim,	N	VB	O
	so	P	RB	O
	stopped	V	VBN	O
	in	P	IN	O
	middle	N	NN	O
	of	P	IN	O
	that	O	DT	O
	and	&	CC	O
	doctor	N	NN	O
	switched	V	VBD	O
	me	O	PRP	O
	to	P	TO	O
	cipro,	V	VB	O
	which	D	WDT	O
	i	O	NN	O
	finished	V	VBD	O
	totally.	R	NN	O
	0	0	0	O
Sentence: 58	so	R	RB	O
	glad	A	JJ	O
	to	P	TO	O
	have	V	VB	O
	just	R	RB	O
	finished	V	VBN	O
	a	D	DT	O
	course	N	NN	O
	of	P	IN	O
	cipro!	N	JJ	O
	fingers	N	NNS	O
	crossed	V	VBD	O
	i	O	NN	O
	can	V	MD	O
	stay	V	VB	O
	off	R	IN	O
	of	P	IN	O
	nausea	N	NN	B-ADR
	inducing	V	VBG	O
	meds	N	NNS	O
	for	P	IN	O
	the	D	DT	O
	next	A	JJ	O
	little	A	JJ	O
	while...	P	NN	O
	0	0	0	O
Sentence: 59	@mariamelee	@	JJ	O
	oof,	!	IN	O
	sympathies.	N	NN	O
	i	O	NN	O
	had	V	VBD	O
	a	D	DT	O
	raging	A	JJ	O
	cipro	N	NN	O
	headache	N	NN	B-ADR
	last	A	JJ	O
	week.	N	NN	O
	0	0	0	O
Sentence: 60	@sara_robbins522	@	JJ	O
	omg	!	MD	O
	yes.	!	VB	O
	it	O	PRP	O
	like	V	IN	O
