Sentence #	Word	POS	NPOS	Tag	
	isn't.	V	NN	O
	0	0	0	O
Sentence: 19	But	&	CC	O
	forget	V	VB	O
	my	D	PRP$	O
	experience.	N	JJ	O
	Change	N	NNP	O
	none	N	NN	O
	of	P	IN	O
	your	D	PRP$	O
	habits	N	NNS	O
	until	P	IN	O
	you've	L	JJ	O
	read	V	VBN	O
	Allen	^	NNP	O
	Carr's	Z	NNP	O
	book.	N	NN	O
	If	P	IN	O
	you	O	PRP	O
	still	R	RB	O
	want	V	VBP	O
	nicotine,	N	JJ	O
	I'll	L	NNP	O
	say	V	VBP	O
	nothing.	N	RB	O
	If	P	IN	O
	you	O	PRP	O
	want	V	VBP	O
	to	P	TO	O
	vape	V	VB	O
	nicotine-free,	A	JJ	O
	low-VG,	A	JJ	O
	MTL,	^	NNP	O
	I'll	L	NNP	O
	fight	V	NN	O
	for	P	IN	O
	your	D	PRP$	O
	right	N	NN	O
	to	P	TO	O
	do	V	VB	O
	so	R	RB	O
	in	P	IN	O
	public.	A	NN	O
	That's	L	NNP	O
	my	D	PRP$	O
	#vaping	N	VBG	O
	challenge	N	NN	O
	to	P	TO	O
	you.	O	VB	O
	/21	$	NN	O
	0	0	0	O
Sentence: 20	for	P	IN	O
	all	D	DT	O
	you	O	PRP	O
	#haters	V	NNS	O
	my	D	PRP$	O
	meds	N	NNS	O
	are	V	VBP	O
	completely	R	RB	O
	legal	A	JJ	O
	and	&	CC	O
	i'm	L	JJ	O
	stoked	V	VBN	O
	to	P	TO	O
	be	V	VB	O
	on	P	IN	O
	vyvanse	^	NN	O
	cause	P	NN	O
	strattera	N	NN	O
	was	V	VBD	O
	worsening	V	VBG	O
	my	D	PRP$	O
	depression.	N	NN	O
	so	P	RB	O
	#fuckoff	#	RB	O
	0	0	0	O
Sentence: 21	whenever	R	WRB	O
	i	O	NN	O
	use	V	VBP	O
	my	D	PRP$	O
	ventolin	N	NN	O
	lately	R	RB	O
	i	O	JJ	O
	shake	V	VBP	O
	i	O	JJ	O
	hate	V	VBP	O
	it	O	PRP	O
	i	O	VBZ	O
	also	R	RB	O
	hate	V	VBP	O
	that	D	IN	O
	i	O	NN	O
	haven't	V	NN	O
	had	V	VBD	O
	to	P	TO	O
	use	V	VB	O
	it	O	PRP	O
	for	P	IN	O
	like	A	IN	O
	5	$	CD	O
	yrs	N	NNS	O
	and	&	CC	O
	now	R	RB	O
	im	L	VBP	O
	using	V	VBG	O
	it	O	PRP	O
	almost	R	RB	O
	daily	A	JJ	O
	0	0	0	O
Sentence: 22	there's	L	VB	O
	a	D	DT	O
	good	A	JJ	O
	chance	N	NN	O
	i	O	NN	O
	was	V	VBD	O
	misdiagnosed	V	VBN	O
	with	P	IN	O
	#hypothyroidism	N	NN	O
	and	&	CC	O
	synthroid	N	JJ	O
	meds	N	NNS	O
	caused	V	VBD	O
	psychotic	A	JJ	O
	reactions	N	NNS	O
	that	P	IN	O
	cost	V	NN	O
	me	O	PRP	O
	my	D	PRP$	O
	job.	N	NN	O
	0	0	0	O
Sentence: 23	one	$	CD	O
	day	N	NN	O
	my	D	PRP$	O
	son	N	NN	O
	gonna	V	NN	O
	see	V	VB	O
	my	D	PRP$	O
	pictures	N	NNS	O
	and	&	CC	O
	ask	V	VB	O
	what	O	WP	O
	i	O	NN	O
	was	V	VBD	O
	on	P	IN	O
	and	&	CC	O
	imma	L	VB	O
	tell	V	VBP	O
	him	O	PRP	O
	four	$	CD	O
	lokos	N	NN	O
	and	&	CC	O
	prozac	N	NN	O
	0	0	0	O
Sentence: 24	why	R	WRB	O
	does	V	VBZ	O
	lunesta	N	VB	O
	ruin	V	VB	O
	everything	N	NN	O
	i	O	JJ	O
	eat	V	NN	O
	or	&	CC	O
	drink	V	VB	O
	tastewise?	N	NN	O
	0	0	0	O
Sentence: 25	@_Chloe_29	@	JJ	O
	@CalvinStevensJr	@	NNP	O
	@badgaIzak	@	NNP	O
	Lol.	!	NNP	O
	Lipitor	N	NNP	O
	is	V	VBZ	O
	cholesterol	N	JJ	O
	medication.	N	NN	O
	??	,	NN	O
	0	0	0	O
Sentence: 26	i	O	NN	O
	haven't	V	VBP	O
	eaten	V	VBN	O
	since	P	IN	O
	noon	N	NN	O
	sunday	N	NN	O
	adderall	N	NN	O
	is	V	VBZ	O
	a	D	DT	O
	hell	N	NN	O
	of	P	IN	O
	a	D	DT	O
	drug	N	NN	O
	0	0	0	O
Sentence: 27	chest	N	NN	O
	pain.	N	NN	O
	xopenex	N	NN	O
	has	V	VBZ	O
	me	O	PRP	O
	jittery.	A	JJ	O
	&amp;	N	NNP	O
	ishould	L	NN	O
	be	V	VB	O
	asleep.	R	JJ	O
	😔	E	NN	O
	0	0	0	O
Sentence: 28	@jenifermeer	@	NN	O
	we	O	PRP	O
	sure	A	VBP	O
	do.	N	''	O
	or	&	CC	O
	new	A	JJ	O
	treatments.	N	JJ	O
	i'm	L	NN	O
	on	P	IN	O
	humira	^	NN	O
	now.	R	NN	O
	remicade	R	VBD	O
	almost	R	RB	O
	killed	V	VBN	O
	me.	O	NN	O
	0	0	0	O
Sentence: 29	@hornetweb	@	VB	O
	my	D	PRP$	O
	mri	N	NN	O
	scan	V	NN	O
	shows	V	VBZ	O
	when	R	WRB	O
	it	O	PRP	O
	happens	V	VBZ	O
	but	&	CC	O
	it	O	PRP	O
	could	V	MD	O
	be	V	VB	O
	a	D	DT	O
	""reaction""	N	NN	O
	to	P	TO	O
	being	V	VBG	O
	on	P	IN	O
	infliximab	^	NN	O
	this	D	DT	O
	time,	N	NN	O
	as	P	IN	O
	i	O	NN	O
	did	V	VBD	O
	not	R	RB	O
	react	V	VB	O
	on	P	IN	O
	the	D	DT	O
	humira	^	NN	O
	0	0	0	O
Sentence: 30	I	O	PRP	O
	literally	R	RB	O
	flash	N	VBP	O
	banana�d	N	NNS	O
	someone.	N	VBP	O
	Adderall	N	NNP	O
	&gt;&gt;	N	NN	O
	0	0	0	O
Sentence: 31	@sianmorgan	@	JJ	O
	oh	!	VBZ	O
	a	D	DT	O
	bit	N	NN	O
	better!	A	JJ	O
	and	&	CC	O
	a	D	DT	O
	bit	N	NN	O
	worse	A	JJ	O
	:/	E	NNP	O
	desvenlafaxine	N	NN	O
	is	V	VBZ	O
	working	V	VBG	O
	for	P	IN	O
	me	O	PRP	O
	but	&	CC	O
	the	D	DT	O
	mouth	N	NN	O
	and	&	CC	O
	stomach	N	NN	O
	ulcers	N	NNS	O
	aren't	V	VBP	O
	very	R	RB	O
	nice.	A	RB	O
	0	0	0	O
Sentence: 32	two	$	CD	O
	doses	N	NNS	O
	of	P	IN	O
	percocet	N	NN	O
	along	P	IN	O
	with	P	IN	O
	300mg	N	CD	O
	of	P	IN	O
	gabapentin	^	NN	O
	are	V	VBP	O
	in	P	IN	O
	my	D	PRP$	O
	system	N	NN	O
	right	R	JJ	O
	now.	R	NN	O
	i	O	NN	O
	was	V	VBD	O
	told	V	VBN	O
	i'm	L	NN	O
	really	R	RB	O
	loopy	A	JJ	O
	atm.	N	NN	O
	hahaha	!	NN	O
	goodnight!	!	NN	O
	0	0	0	O
Sentence: 33	@grantwtrent	@	JJ	O
	yesh.	!	NN	O
	i	O	NN	O
	tried	V	VBD	O
	lunesta	N	NN	O
	and	&	CC	O
	ambien.	N	JJ	O
	ambien	N	NN	O
	was	V	VBD	O
	a	D	DT	O
	joke.	N	NN	O
	lunesta	N	NN	O
	made	V	VBD	O
	my	D	PRP$	O
	mouth	N	JJ	O
	taste	V	NN	O
	like	P	IN	O
	battery	N	NN	O
	acid	N	NN	O
	0	0	0	O
Sentence: 34	@iamenidcoleslaw	@	NN	O
	tamiflu	N	NN	O
	has	V	VBZ	O
	a	D	DT	O
	side	N	NN	O
	effect	V	NN	O
	which	D	WDT	O
	includes	V	VBZ	O
	vomiting.	V	NN	O
	i'm	L	NN	O
	not	R	RB	O
	sure	A	JJ	O
	that	O	WDT	O
	is	V	VBZ	O
	helping.	V	JJ	O
	0	0	0	O
Sentence: 35	so	R	RB	O
	now	R	RB	O
	i'm	L	VBP	O
	on	P	IN	O
	carvedilol	^	NN	O
	12.5mg	$	CD	O
	per	P	IN	O
	day,	N	NN	O
	warfarin	N	NN	O
	3mg	N	CD	O
	per	P	IN	O
	day	N	NN	O
	and	&	CC	O
	dexlansoprazole	V	JJ	O
	30mg	V	CD	O
	per	D	IN	O
	day.	N	NN	O
	no	R	DT	O
	wonder	V	NN	O
	my	D	PRP$	O
	body	N	NN	O
	is	V	VBZ	O
	slowly	R	RB	O
	being	V	VBG	O
	ruined...	V	NN	O
	0	0	0	O
Sentence: 36	methinks	L	NNS	O
	my	D	PRP$	O
	atorvastatin	N	NN	O
	is	V	VBZ	O
	jacking	V	VBG	O
	me	O	PRP	O
	up.	T	JJ	O
	yesterday	N	NN	O
	it	O	PRP	O
	was	V	VBD	O
	the	D	DT	O
	shakes,	N	NN	O
	now	R	RB	O
	i	O	VBP	O
	can't	V	VBP	O
	wall	V	NN	O
	or	&	CC	O
	thinks	V	NNS	O
	straight.	A	VBP	O
	#notgood	#	NN	O
	0	0	0	O
Sentence: 37	@sianmorgan	@	JJ	O
	desvenlafaxine	^	NN	O
	makes	V	VBZ	O
	you	O	PRP	O
	lose	V	VB	O
	weight	N	VBN	O
	though	P	IN	O
	because	P	IN	O
	you	O	PRP	O
	can't	V	VBP	O
	eat	V	VB	O
	anything	N	NN	O
	on	P	IN	O
	it,	O	NN	O
	it's	L	NN	O
	killer.	A	NN	O
	but	&	CC	O
	it's	L	VBP	O
	been	V	VBN	O
	keeping	V	VBG	O
	me	O	PRP	O
	saner.	A	NN	O
	0	0	0	O
Sentence: 38	@pjvogt	@	NN	O
	i	O	NN	O
	love	V	VBP	O
	the	D	DT	O
	gorgeous	A	JJ	O
	burgundy	A	JJ	O
	color	N	NN	O
	and	&	CC	O
	powdery	A	NN	O
	mouthfeel	N	NN	O
	of	P	IN	O
	the	D	DT	O
	advair	A	NN	O
	0	0	0	O
Sentence: 39	@ChrisCuomo	@	NN	O
	I	O	PRP	O
	just	R	RB	O
	took	V	VBD	O
	a	D	DT	O
	Xanax	N	JJ	O
	my	D	PRP$	O
	god	N	JJ	O
	WTH	!	NNP	O
	noone	N	NN	O
	will	V	MD	O
	ever	R	RB	O
	blieve	V	VB	O
	this	O	DT	O
	#SerialLiar	#	NN	O
	0	0	0	O
Sentence: 40	also	R	RB	O
	note:	V	JJ	O
	fioricet,	A	NN	O
	aspirin	N	NN	O
	(350mg),	N	NNP	O
	vitamin	N	NN	O
	d,	G	NN	O
	melatonin,	G	NN	O
	gabapentin	G	NN	O
	100mg	N	CD	O
	in	P	IN	O
	case	N	NN	O
	i	O	NNS	O
	wake	V	VBP	O
	up	T	RP	O
	blind	A	NN	O
	or	&	CC	O
	don't	V	VB	O
	wake	V	JJ	O
	up.	T	JJ	O
	longest	A	JJS	O
	headache	N	NN	O
	48hr	N	CD	O
	0	0	0	O
Sentence: 41	Mother	N	NN	O
	is	V	VBZ	O
	the	D	DT	O
	name	N	NN	O
	for	P	IN	O
	God	^	NNP	O
	on	P	IN	O
	the	D	DT	O
	lips	N	NNS	O
	and	&	CC	O
	hearts	N	NNS	O
	of	P	IN	O
	all	D	DT	O
	children.	N	NNS	O
	Do	V	VBP	O
	you	O	PRP	O
	understand?	V	JJ	O
	Morphine	N	NNP	O
	is	V	VBZ	O
	bad	A	JJ	O
	for	P	IN	O
	you.	O	RB	O
	Your	D	PRP$	O
	daughter	N	NN	O
	is	V	VBZ	O
	out	P	RP	O
	there	R	RB	O
	on	P	IN	O
	the	D	DT	O
	streets	N	NNS	O
	waiting	V	VBG	O
	for	P	IN	O
	you.	O	NN	O
	0	0	0	O
Sentence: 42	@musicalcure	@	NN	O
	@grasshoppr93	@	NN	O
	I	O	PRP	O
	was	V	VBD	O
	just	R	RB	O
	going	V	VBG	O
	to	P	TO	O
	suggest	V	VB	O
	that	O	IN	O
	too.	R	NN	O
	Or	&	NNP	O
	xanax.	N	NN	O
	I	O	PRP	O
	am	V	VBP	O
	on	P	IN	O
	Twitter	^	NNP	O
	late	A	RB	O
	at	P	IN	O
	night	N	NN	O
	and	&	CC	O
	sometimes	R	RB	O
	if	P	IN	O
	I’m	L	NNP	O
	getting	V	VBG	O
	sleepy	A	JJ	O
	shit	N	JJ	O
	happens.	V	NN	O
	Lol	!	NNP	O
	0	0	0	O
Sentence: 43	Where’s	L	NNP	O
	my	D	PRP$	O
	girl	N	NN	O
	Ativan	^	NNP	O
	when	R	WRB	O
	I	O	PRP	O
	need	V	VBP	O
	heeerrrr.	O	NNS	O
	0	0	0	O
Sentence: 44	@scfmito	@	JJ	O
	ooooo	!	NN	O
	geeez	!	NN	O
	that's	L	NN	O
	not	R	RB	O
	good.	A	RB	O
	did	V	VBD	O
	they	O	PRP	O
	fix	V	VB	O
	it?	O	JJ	O
	dysmotility.	V	NN	O
	bloating,	N	NN	O
	gas,	N	NN	O
	etc	G	FW	O
	etc.	G	FW	O
	intense	A	JJ	O
	abdominal	A	JJ	O
	pain.	N	NN	O
	on	P	IN	O
	vsl#3	^	NN	O
	&amp;	N	NN	O
	miralax	G	NN	O
	but	&	CC	O
	0	0	0	O
Sentence: 45	@_KrisWithAK	@	JJ	O
	Cocaine	N	NNP	O
	and	&	CC	O
	adderall	N	VB	O
	0	0	0	O
Sentence: 46	feel	V	VB	O
	proud	A	NN	O
	of	P	IN	O
	myself	O	PRP	O
	for	P	IN	O
	writing	V	VBG	O
	up	T	RP	O
	my	D	PRP$	O
	august	A	NN	O
	favourites	N	NNS	O
	today	N	NN	O
	even	R	RB	O
	though	P	IN	O
	i	O	NN	O
	had	V	VBD	O
	my	D	PRP$	O
	tysabri	^	JJ	O
	infusion	N	NN	O
	and	&	CC	O
	feel	V	NN	O
	like	P	IN	O
	shit.	N	NN	O
	#bbloggers	#	NNS	O
	0	0	0	O
Sentence: 47	@BIoodRedSummer	@	JJ	O
	Yeah	!	NNP	O
	I	O	PRP	O
	am.	V	VBP	O
	Though	P	IN	O
	valium	N	NN	O
	is	V	VBZ	O
	probably	R	RB	O
	more	A	RBR	O
	ideal	A	JJ	O
	than	P	IN	O
	klonopin.	N	JJ	O
	Valium	N	NNP	O
	lasts	V	VBZ	O
	longer	R	RBR	O
	but	&	CC	O
	has	V	VBZ	O
	a	D	DT	O
	stronger	A	JJR	O
	sedating	N	VBG	O
	feeling	V	NN	O
	compared	V	VBN	O
	to	P	TO	O
	kpin.	V	VB	O
	Xanax	^	NNP	O
	has	V	VBZ	O
	a	D	DT	O
	stronger	A	JJR	O
	come	V	NN	O
	on	P	IN	O
	but	&	CC	O
	yeah	!	UH	O
	been	V	VBN	O
	prescribed	V	VBN	O
	mainly	R	RB	O
	xanax	^	CD	O
	or	&	CC	O
	kpin	N	VB	O
	throughout	P	IN	O
	the	D	DT	O
	years.	N	NN	O
	0	0	0	O
Sentence: 48	@sammie_1979	@	JJ	O
	@skygazerjules	@	NNS	O
	i'm	L	VBP	O
	on	P	IN	O
	gabapentin	^	NN	O
	now,	R	NN	O
	it's	L	NN	O
	not	R	RB	O
	really	R	RB	O
	working	V	VBG	O
	for	P	IN	O
	me..but	O	NN	O
	everyone	N	NN	O
	is	V	VBZ	O
	different.	A	JJ	O
	gabapentin	^	NN	O
	makes	V	VBZ	O
	me	O	PRP	O
	feel	V	VB	O
	drunk	A	NN	O
	0	0	0	O
Sentence: 49	@shadylane1217	@	JJ	O
	i'm	L	NN	O
	on	P	IN	O
	enbrel	D	NN	O
	right	R	NN	O
	now...	R	NN	O
	not	R	RB	O
	starting	V	VBG	O
	mtx	^	NN	O
	til	P	IN	O
	november.	^	JJ	O
	i	O	NN	O
	know	V	VBP	O
	that	O	IN	O
	'hungover'	A	CD	O
	feeling	V	VBG	O
	though	P	IN	O
	:(	E	NNP	O
	hope	V	VBP	O
	it	O	PRP	O
	gets	V	VBZ	O
	better	R	RBR	O
	for	P	IN	O
	u!	O	JJ	O
	0	0	0	O
Sentence: 50	@cdcgov	@	RB	O
	10/25/09	$	CD	O
	cdc	^	JJ	O
	response	N	NN	O
	i	O	NN	O
	contracted	V	VBD	O
	h1n1	A	JJ	O
	4	$	CD	O
	days	N	NNS	O
	prior	R	RB	O
	,prescribed	V	VBD	O
	tamiflu	N	JJ	O
	2	$	CD	O
	wife	N	NN	O
	i	O	NN	O
	grieving	V	VBG	O
	her	D	PRP$	O
	death	N	NN	O
	on	P	IN	O
	this	D	DT	O
	day.u	N	JJ	O
	lie	V	VBZ	O
	di-fi	N	NN	O
	0	0	0	O
Sentence: 51	just	R	RB	O
	had	V	VBD	O
	the	D	DT	O
	most	R	RBS	O
	disturbing	A	JJ	O
	dream	N	NN	O
	ever.	R	NN	O
	😶	A	NNP	O
	note	N	NN	O
	to	P	TO	O
	self:	N	VB	O
	don't	V	NNS	O
	take	V	VB	O
	a	D	DT	O
	nap	N	NN	O
	when	R	WRB	O
	you	O	PRP	O
	took	V	VBD	O
	a	D	DT	O
	lunesta	N	NN	O
	the	D	DT	O
	night	N	NN	O
	before	P	IN	O
	#shitgetsweird	#	NN	O
	0	0	0	O
Sentence: 52	i'm	L	NN	O
	not	R	RB	O
	taking	V	VBG	O
	my	D	PRP$	O
	meds	N	NNS	O
	tonight.	R	VBP	O
	i	O	JJ	O
	think	V	VBP	O
	latuda	^	JJ	O
	makes	V	VBZ	O
	me	O	PRP	O
	hallucinate	V	VB	O
	more	A	JJR	O
	than	P	IN	O
	normal.	A	NN	O
	i	O	VBP	O
	can't	V	VBP	O
	deal	V	NN	O
	with	P	IN	O
	it	O	PRP	O
	0	0	0	O
Sentence: 53	@mandapandagrace	@	NN	O
	just	R	RB	O
	took	V	VBD	O
	my	D	PRP$	O
	geodon	N	NN	O
	and	&	CC	O
	i'll	L	NN	O
	be	V	VB	O
	lucky	A	JJ	O
	if	P	IN	O
	i'm	L	JJ	O
	asleep	R	NN	O
	in	P	IN	O
	5	$	CD	O
	hours.	N	NN	O
	0	0	0	O
Sentence: 54	@grannyannie_p	@	RB	O
	@CANNiLIVE	@	VBZ	O
	""This	D	JJ	O
	test	N	NN	O
	compared	V	VBN	O
	CBD	^	NNP	O
	with	P	IN	O
	both	D	DT	O
	aspirin	N	NNS	O
	and	&	CC	O
	tramadol.	A	NN	O
	Aspirin	N	NNP	O
	had	V	VBD	O
	a	D	DT	O
	moderate	A	JJ	O
	effect	N	NN	O
	on	P	IN	O
	tissue	N	NN	O
	swelling,	N	NN	O
	while	P	IN	O
	tramadol	N	NN	O
	had	V	VBD	O
	little	A	JJ	O
	effect.	N	IN	O
	The	D	DT	O
	full	A	JJ	O
	spectrum	N	NN	O
	CBD	N	NNP	O
	prevented	V	VBD	O
	swelling	N	NN	O
	of	P	IN	O
