Sentence #	Word	POS	Tag	
	i'm	L	O
	taking	V	O
	700mg	N	O
	pregablin	N	O
	and	&	O
	60	$	O
	mg	N	O
	duloxetine	N	O
	hence	R	O
	why	R	O
	i'm	L	O
	totally	R	O
	mashed	A	B-ADR
	0	0	O
Sentence: 19	@autumnuh_beee	@	O
	i	O	O
	was	V	O
	on	P	O
	celexa	N	O
	,	,	O
	which	D	O
	made	V	O
	me	O	O
	sleepy	A	O
	.	,	O
	i	O	O
	switched	V	O
	to	P	O
	effexor	G	O
	.	,	O
	it	O	O
	has	V	O
	norepinephrine	^	O
	in	P	O
	it	O	O
	,	,	O
	so	P	O
	it	O	O
	jump	V	O
	starts	V	O
	me	O	O
	in	P	O
	the	D	O
	mornin	N	O
	0	0	O
Sentence: 20	i	O	O
	feel	V	O
	so	P	O
	pill-ill	N	O
	again	R	O
	-	,	O
	decided	V	O
	to	P	O
	seriously	R	O
	cut	V	O
	down	T	O
	to	P	O
	just	R	O
	weekly	A	O
	enbrel	N	O
	and	&	O
	metho	V	O
	alongside	P	O
	daily	A	O
	nsaids	N	O
	#rheum	N	O
	.	,	O
	0	0	O
Sentence: 21	rt	~	O
	@dratp	@	O
	:	~	O
	@lisabinkc	@	O
	@trainingwithra	@	O
	@dsymons	@	O
	enbrel	R	O
	also	R	O
	available	A	O
	as	P	O
	prefilled	A	O
	syringe	N	O
	,	,	O
	much	R	O
	gentler	A	O
	.	,	O
	pen	N	O
	leaves	V	O
	bruises	N	O
	!	,	O
	#rheum	#	O
	0	0	O
Sentence: 22	note	N	O
	to	P	O
	self	N	O
	:	,	O
	do	V	O
	not	R	O
	take	V	O
	#fluoxetine	^	O
	and	&	O
	#aleved	V	O
	together	R	O
	.	,	O
	i'm	L	O
	a	D	O
	space	N	B-ADR
	cadet	N	I-ADR
	today	N	O
	!	,	O
	#druginteractions	#	O
	0	0	O
Sentence: 23	i'm	L	O
	sure	A	O
	this	D	O
	fluoxetine	N	O
	is	V	O
	making	V	O
	my	D	O
	illness	N	B-ADR
	worse	A	I-ADR
	,	,	O
	especially	R	O
	since	P	O
	i	O	O
	can't	V	B-ADR
	eat.	V	I-ADR
	.	,	O
	0	0	O
Sentence: 24	i	O	O
	have	V	O
	some	D	O
	seriously	R	O
	disturbing	A	O
	dreams	N	O
	.	,	O
	thanks	N	O
	#fluoxetine	#	O
	thanks	N	O
	a	D	O
	freaking	A	O
	lot	N	O
	.	,	O
	well	!	O
	i	O	O
	guess	V	O
	it's	L	O
	better	A	O
	than	P	O
	being	V	O
	#suicidal	A	O
	..only	R	O
	just	R	O
	0	0	O
Sentence: 25	rt	~	O
	@ianibbo	@	O
	:	~	O
	finding	V	O
	out	T	O
	i'm	L	O
	allergic	A	B-ADR
	to	P	O
	fluoxetine	^	O
	was	V	O
	a	D	O
	bit	N	O
	of	P	O
	a	D	O
	shock	N	O
	tho	R	O
	.	,	O
	mind	N	O
	,	,	O
	only	R	O
	someone	N	O
	from	P	O
	yorkshire	^	O
	could	V	O
	be	V	O
	actually	R	O
	allergic	A	O
	�	,	O
	0	0	O
Sentence: 26	i	O	O
	took	V	O
	11	$	O
	pills	N	O
	of	P	O
	geodon	^	O
	i	O	O
	was	V	O
	rushed	V	O
	to	P	O
	the	D	O
	hospital	N	O
	they	O	O
	had	V	O
	to	P	O
	stick	V	O
	a	D	O
	tube	N	O
	up	P	O
	my	D	O
	nose	N	O
	ugh	!	O
	never	R	O
	again	R	O
	i	O	O
	feel	V	O
	so	R	O
	bad	A	O
	today	N	O
	withdrawals	N	B-ADR
	.	,	O
	0	0	O
Sentence: 27	so	P	O
	the	D	O
	geodon	^	O
	is	V	O
	what	O	O
	made	V	O
	me	O	O
	so	R	O
	frickin	R	O
	hungry	A	B-ADR
	all	X	O
	the	D	O
	time	N	O
	cause	P	O
	i've	L	O
	eaten	V	O
	very	R	O
	little	A	O
	these	D	O
	past	A	O
	few	A	O
	days	N	O
	.	,	O
	0	0	O
Sentence: 28	will	V	O
	still	R	O
	be	V	O
	on	P	O
	the	D	O
	geodon	^	O
	,	,	O
	but	&	O
	will	V	O
	also	R	O
	be	V	O
	taking	V	O
	a	D	O
	low-dose	A	O
	alprazolam	N	O
	as	P	O
	needed	V	O
	for	P	O
	the	D	O
	sudden	N	O
	anxiety	N	O
	attacks	V	O
	ive	L	O
	been	V	O
	getting	V	O
	0	0	O
Sentence: 29	@crohnietweets	@	O
	i	O	O
	found	V	O
	the	D	O
	humira	^	O
	to	P	O
	fix	V	O
	all	D	O
	my	D	O
	crohn's	S	O
	issues	N	O
	,	,	O
	but	&	O
	cause	R	O
	other	A	O
	issues	N	O
	.	,	O
	i	O	O
	went	V	O
	off	T	O
	it	O	O
	due	A	O
	to	P	O
	issues	V	O
	w	P	O
	nerves/muscle	N	B-ADR
	spasms	V	I-ADR
	0	0	O
Sentence: 30	@showbizmom48	@	O
	mri	N	O
	showed	V	O
	lesions	N	O
	in	P	O
	my	D	O
	noggin	N	O
	:	,	O
	s	G	O
	got	V	O
	to	P	O
	have	V	O
	eeg	N	O
	to	P	O
	see	V	O
	if	P	O
	its	L	O
	ms	^	O
	or	&	O
	humira	^	O
	doing	V	O
	it.so	U	O
	more	A	O
	tests	N	O
	n	&	O
	messing	V	O
	about	P	O
	lolxx	!	O
	0	0	O
Sentence: 31	@thestomabaglady	@	O
	it	O	O
	was	V	O
	explained	V	O
	to	P	O
	me	O	O
	that	P	O
	all	X	O
	the	D	O
	anti-tnfs	N	O
	can	V	O
	bring	V	O
	out	T	O
	other	A	O
	issues	N	O
	.	,	O
	i	O	O
	had	V	O
	severe	A	O
	joint	N	B-ADR
	pain	N	I-ADR
	on	P	O
	humira	^	O
	&	&	O
	remicaid	^	O
	0	0	O
Sentence: 32	@renegade_snare	@	O
	@ibdtweet	@	O
	i	O	O
	feel	V	O
	your	D	O
	pain	N	O
	:	,	O
	(	,	O
	just	R	O
	got	V	O
	1st	A	O
	#fistula	#	B-ADR
	urgh	!	O
	!	,	O
	humira	^	O
	worked	V	O
	for	P	O
	me	O	O
	for	P	O
	just	R	O
	3months	V	O
	then	R	O
	got	V	O
	painful	A	B-ADR
	reactions	N	I-ADR
	0	0	O
Sentence: 33	the	D	O
	day	N	O
	after	P	O
	humira	^	O
	used	V	O
	to	P	O
	be	V	O
	a	D	O
	great	A	O
	one	$	O
	,	,	O
	full	A	O
	of	P	O
	energy	N	O
	,	,	O
	low	A	O
	pain	N	O
	.	,	O
	after	P	O
	a	D	O
	month	N	O
	,	,	O
	it	O	O
	is	V	O
	now	R	O
	a	D	O
	fatigue	N	B-ADR
	filled	V	O
	achy	A	B-ADR
	day	N	O
	.	,	O
	#rheum	#	O
	0	0	O
Sentence: 34	rt	~	O
	@smbell1	@	O
	:	~	O
	the	D	O
	day	N	O
	after	P	O
	humira	^	O
	used	V	O
	to	P	O
	be	V	O
	a	D	O
	great	A	O
	one	$	O
	,	,	O
	full	A	O
	of	P	O
	energy	N	O
	,	,	O
	low	A	O
	pain	N	O
	.	,	O
	after	P	O
	a	D	O
	month	N	O
	,	,	O
	it	O	O
	is	V	O
	now	R	O
	a	D	O
	fatigue	N	B-ADR
	filled	V	O
	achy	A	B-ADR
	day	N	O
	.	,	O
	#rh�	#	O
	0	0	O
Sentence: 35	humira	^	O
	+	&	O
	thioguanine	^	O
	+	&	O
	preds	^	O
	=	,	O
	me	O	O
	have	V	O
	no	D	B-ADR
	immune	A	I-ADR
	lol.	!	O
	.	,	O
	thankgod	!	O
	i	O	O
	on	P	O
	anti	N	O
	biotics	N	O
	for	P	O
	a	D	O
	bit..	N	O
	.	,	O
	then	R	O
	preds	^	O
	drop	V	O
	off	T	O
	#crohns	#	O
	0	0	O
Sentence: 36	anyone	N	O
	have	V	O
	nerve	N	B-ADR
	damage	N	I-ADR
	symptoms	N	O
	(ms	G	B-ADR
	like)	P	I-ADR
	from	P	O
	enbrel	^	O
	or	&	O
	humira	^	O
	?	,	O
	#rheum	#	O
	0	0	O
Sentence: 37	well	!	O
	.	,	O
	i	O	O
	abruptly	R	O
	stopped	V	O
	taking	V	O
	lamotrigine	A	O
	(lamictal)	N	O
	,	,	O
	and	&	O
	that	O	O
	is	V	O
	why	R	O
	i	O	O
	am	V	O
	having	V	O
	the	D	O
	pain	N	B-ADR
	and	&	O
	weakness	N	B-ADR
	.	,	O
	possible	A	O
	seizure	N	B-ADR
	.	,	O
	oops	!	O
	.	,	O
	0	0	O
Sentence: 38	so	R	O
	while	P	O
	i'm	L	O
	letting	V	O
	the	D	O
	thoughts	N	O
	of	P	O
	lamictal/fatal	A	O
	rashes/tonsillectomy/spinal	N	B-ADR
	tap	V	O
	settle	V	O
	,	,	O
	i'm	L	O
	going	V	O
	to	P	O
	go	V	O
	rescue	V	O
	a	D	O
	budgie	N	O
	.	,	O
	0	0	O
Sentence: 39	oh..	!	O
	.	,	O
	oh	!	O
	my	D	O
	hair	N	B-ADR
	is..	V	I-ADR
	.	,	I-ADR
	definitely	R	I-ADR
	falling	V	I-ADR
	out	T	I-ADR
	.	,	O
	._.	E	O
	i	O	O
	just	R	O
	noticed	V	O
	it	O	O
	starting	V	O
	tonight	R	O
	.	,	O
	google	^	O
	tells	V	O
	me	O	O
	other	A	O
	people	N	O
	on	P	O
	lamictal	^	O
	have	V	O
	this	O	O
	.	,	O
	0	0	O
Sentence: 40	@kierarampton	@	O
	it's	L	O
	called	V	O
	lamotrigine	^	O
	,	,	O
	i'm	L	O
	pretty	R	O
	sure	A	O
	the	D	O
	mix	N	O
	of	P	O
	them	D	O
	both	O	O
	is	V	O
	making	V	O
	me	O	O
	sick	A	B-ADR
	.	,	O
	i	O	O
	don't	V	O
	think	V	O
	bipolar	A	O
	&	&	O
	add	V	O
	mix	N	O
	very	R	O
	well.	A	O
	.	,	O
	0	0	O
Sentence: 41	what	O	O
	is	V	O
	this	D	O
	weird	A	O
	feeling	V	O
	i've	L	O
	been	V	O
	having	V	O
	all	D	O
	day	N	O
	?	,	O
	i've	L	O
	felt	V	O
	depressed	A	B-ADR
	yet	R	O
	oddly	R	O
	happy	A	O
	.	,	O
	this	O	O
	is	V	O
	the	D	O
	second	A	O
	day	N	O
	of	P	O
	bid	N	O
	#lamotrigine	#	O
	0	0	O
Sentence: 42	@ouch_uk	@	O
	didnt	V	O
	know	V	O
	lamotrigine	^	O
	was	V	O
	addictive	A	B-ADR
	stopped	V	O
	as	P	O
	didnt	V	O
	think	V	O
	were	V	O
	helping	V	O
	@clusterheads	@	B-ADR
	3	$	O
	days	N	B-ADR
	of	P	I-ADR
	hell	N	I-ADR
	before	P	O
	realized	V	O
	,	,	O
	back	R	O
	on	P	O
	now	R	O
	0	0	O
Sentence: 43	@midwesternwife	@	O
	i	O	O
	feel	V	O
	your	D	O
	pain	N	O
	,	,	O
	im	L	O
	allergic	A	B-ADR
	to	P	O
	penicillin	N	O
	,	,	O
	ammoxicillin	N	O
	,	,	O
	levaquin	N	O
	,	,	O
	doxycycline	^	O
	.	,	O
	it	O	O
	sucks	V	O
	0	0	O
Sentence: 44	@wee_jendo	@	O
	nicotine	N	O
	lozenges	N	O
	.	,	O
	if	P	O
	i	O	O
	go	V	O
	cold	A	O
	turkey	N	O
	i	O	O
	can't	V	B-ADR
	think	V	I-ADR
	(or	&	O
	see)	V	B-ADR
	straight	A	I-ADR
	,	,	O
	so	R	O
	i	O	O
	can't	V	O
	work	V	O
	.	,	O
	0	0	O
Sentence: 45	accidentally	R	O
	asphyxiating	V	O
	yourself	O	O
	trying	V	O
	to	P	O
	suck	V	O
	a	D	O
	throat	N	O
	lozenge	N	O
	when	R	O
	you	O	O
	have	V	O
	a	D	O
	stuffed	A	O
	nose	N	O
	.	,	O
	#that	#	O
	0	0	O
Sentence: 46	he	O	O
	said	V	O
	he	O	O
	is	V	O
	'slowly	R	O
	dying	V	O
	of	P	O
	starvation'	N	B-ADR
	.	,	O
	i	O	O
	don't	V	O
	want	V	O
	to	P	O
	be	V	O
	the	D	O
	one	$	O
	to	P	O
	say	V	O
	stop	V	O
	taking	V	O
	the	D	O
	aricept	^	O
	and	&	O
	namenda..	N	O
	.	,	O
	0	0	O
Sentence: 47	@sophiemonk	@	O
	coz	P	O
	olanzapine	^	O
	increases	V	B-ADR
	hunger	N	I-ADR
	strains	N	O
	u	O	O
	all	D	O
	day	N	O
	dosile	V	O
	unless	P	O
	u	O	O
	get	V	O
	up	T	O
	when	R	O
	ur	L	O
	accilies	N	O
	still	R	O
	wud	V	O
	n	&	O
	coffee	N	O
	5am	$	O
	fog	N	O
	frost	N	O
	0	0	O
Sentence: 48	@river__tam	@	O
	olanzapine	^	O
	is	V	O
	amazing	A	O
	srsly	R	O
	,	,	O
	the	D	O
	dreams	N	B-ADR
	are	V	O
	immense	A	O
	,	,	O
	no	D	O
	addiction	N	O
	,	,	O
	its	L	O
	gorgeous	A	O
	,	,	O
	like	P	O
	brave	A	O
	new	A	O
	world	N	O
	soma	N	O
	to	P	O
	me	O	O
	0	0	O
Sentence: 49	olanzapine	^	O
	is	V	O
	supposed	A	O
	to	P	O
	make	V	O
	you	O	O
	a	D	O
	fat	A	B-ADR
	bastard	N	O
	i	O	O
	got	V	O
	off	T	O
	lucky	A	O
	.	,	O
	lithium	N	O
	makes	V	O
	my	D	O
	hand	N	B-ADR
	shake	V	I-ADR
	.	,	O
	bipolar	A	O
	or	&	O
	schizo	A	O
	drugs	N	O
	.	,	O
	0	0	O
Sentence: 50	@christal_l	@	O
	that's	L	O
	the	D	O
	problem	N	O
	with	P	O
	most	A	O
	of	P	O
	them	O	O
	-	,	O
	side	N	O
	effects	N	O
	.	,	O
	i	O	O
	was	V	O
	on	P	O
	paxil	^	O
	after	P	O
	my	D	O
	mom	N	O
	died	V	O
	and	&	O
	"	,	O
	"	,	O
	it	O	O
	"	,	O
	"	,	O
	stopped	V	B-ADR
	working	V	I-ADR
	.	,	O
	fuck	V	O
	that	O	O
	.	,	O
	0	0	O
Sentence: 51	@jennabear32819	@	O
	have	V	O
	to	P	O
	go	V	O
	to	P	O
	a	D	O
	doc	N	O
	now	R	O
	to	P	O
	see	V	O
	why	R	O
	i'm	L	O
	still	R	O
	gaining	V	B-ADR
	.	,	O
	stupid	A	O
	paxil	^	O
	made	V	O
	me	O	O
	gain	V	B-ADR
	like	P	I-ADR
	50	$	I-ADR
	pounds	N	I-ADR
	?	,	O
	?	,	O
	and	&	O
	now	R	O
	i	O	O
	have	V	O
	to	P	O
	lose	V	O
	it	O	O
	0	0	O
Sentence: 52	anemia	N	O
	,	,	O
	hormones	N	O
	,	,	O
	depression	N	O
	&	&	O
	paxil	^	O
	are	V	O
	totally	R	O
	getting	V	O
	the	D	O
	best	A	O
	of	P	O
	me	O	O
	this	D	O
	morning	N	O
	.	,	O
	getting	V	B-ADR
	out	P	I-ADR
	of	P	I-ADR
	bed	N	I-ADR
	is	V	I-ADR
	haaard	A	I-ADR
	.	,	O
	0	0	O
Sentence: 53	my	D	O
	creativity	N	B-ADR
	was	V	I-ADR
	blocked	V	I-ADR
	by	P	O
	lithium	N	O
	and	&	O
	prozac	^	O
	and	&	O
	wellbutrin	A	O
	and	&	O
	paxil	^	O
	and	&	O
	zoloft	N	O
	and	&	O
	effexor	^	O
	and	&	O
	lexapro	^	O
	and	&	O
	cymbalta	N	O
	and	&	O
	abilify-	^	O
	0	0	O
Sentence: 54	the	D	O
	#zombieapocalypse	^	O
	will	V	O
	stem	V	O
	from	P	O
	paxil	^	O
	w/d	^	B-ADR
	symptoms	N	O
	.	,	O
	mark	^	O
	my	D	O
	words	N	O
	.	,	O
	0	0	O
Sentence: 55	for	P	O
	anxiety	N	O
	to	P	O
	penetrate	V	O
	through	P	O
	my	D	O
	drowsy	A	B-ADR
	haze	N	I-ADR
	(a	E	O
	result	N	O
	of	P	O
	the	D	O
	triumvirate	N	O
	of	P	O
	fluoxetine	^	O
	,	,	O
	pregabalin	N	O
	,	,	O
	amoxicillin	N	O
	?	,	O
	)	,	O
	is	V	O
	pretty	R	O
	good	A	O
	going	V	O
	.	,	O
	0	0	O
Sentence: 56	@deltrimental	@	O
	i	O	O
	came	V	O
	off	T	O
	pristiq	N	O
	in	P	O
	july	^	O
	last	A	O
	year	N	O
	.	,	O
	i	O	O
	still	R	O
	get	V	O
	brain	N	B-ADR
	zaps	V	I-ADR
	when	R	O
	tired	A	O
	.	,	O
	my	D	O
	genitals	N	B-ADR
	aren�t	P	I-ADR
	numb	A	I-ADR
	now	R	O
	tho	R	O
	-	,	O
	swings/roundabouts	N	O
	0	0	O
Sentence: 57	@missmazygg	@	O
	anxiety	N	O
	has	V	O
	been	V	O
	so	R	O
	high	A	O
	.	,	O
	but	&	O
	yeah	!	O
	,	,	O
	if	P	O
	your	D	O
	dosage	N	O
	is	V	O
	high	A	O
	its	L	O
	hard	A	O
	to	P	O
	come	V	O
	off	T	O
	.	,	O
	i	O	O
	had	V	O
	to	P	O
	detox	V	B-ADR
	from	P	O
	pristiq	^	O
	(its	L	O
	cousin	N	O
	drug)	N	O
	0	0	O
Sentence: 58	anybody	N	O
	get	V	O
	involuntary	A	O
	facial	A	B-ADR
	spasms	N	I-ADR
	with	P	O
	prozac	^	O
	?	,	O
	mine	O	O
	is	V	O
	my	D	O
	right	A	O
	eye	N	B-ADR
	.	,	O
	does	V	O
	it	O	O
	go	V	O
	away	R	O
	or	&	O
	is	V	O
	time	N	O
	to	P	O
	try	V	O
	something	N	O
	else	R	O
	?	,	O
	0	0	O
Sentence: 59	@rbhu7_82	@	O
	if	P	O
	i	O	O
	don't	V	O
	take	V	O
	my	D	O
	quetiapine	N	O
	i	O	O
	can	V	O
	stay	V	O
	awake	A	B-ADR
	for	P	O
	days	N	O
	!	,	O
	0	0	O
Sentence: 60	new	A	O
	meds	N	O
	have	V	O
	me	O	O
	out	P	B-ADR
	of	P	I-ADR
	it	O	I-ADR
	.	,	O
	i	O	O
	want	V	O
	therapy	N	O
	not	R	O
	doping	V	B-ADR
	up	T	I-ADR
	!	,	O
	i	O	O
	was	V	O
	highly	R	O
	functioning	V	O
	now	R	O
	have	V	O
	trouble	N	O
	standing	V	O
	!	,	O
	#quetiapine	#	O
	#bipolar	#	O
	0	0	O
Sentence: 61	-9.5lbs	$	B-ADR
	in	P	O
	14	$	O
	days	N	O
	.	,	O
	obvious	A	O
	now	R	O
	that	O	O
	i	O	O
	should	V	O
	have	V	O
	stopped	V	O
	the	D	O
	quetiapine	N	O
	a	D	O
	long	A	O
	long	A	O
	time	N	O
	ago	R	O
	before	P	O
	i	O	O
	got	V	O
	in	P	O
	this	D	O
	state	N	O
	0	0	O
Sentence: 62	extra	A	O
	quetiapine	N	O
	and	&	O
	two	$	O
	zopiclone	N	O
	still	R	O
	aren't	V	O
	helping	V	O
	me	O	O
	sleep	V	O
	.	,	O
	head	N	O
	full	A	O
	of	P	O
	broken	V	O
	biscuits	N	O
	at	P	O
	4am	$	O
	with	P	O
	horrid	A	B-ADR
	intrusive	A	I-ADR
	thoughts	N	I-ADR
	0	0	O
Sentence: 63	@iamcarrieeeeee	@	O
	that's	L	O
	what	O	O
	i	O	O
	get	V	O
	#bipolar2	#	O
	but	&	O
	the	D	O
	bloody	A	O
	quetiapine	N	O
	made	V	O
	me	O	O
	so	R	O
	bloody	R	O
	miserable	A	O
	.	,	O
	0	0	O
Sentence: 64	4am	$	O
	and	&	O
	the	D	O
	quetiapine	^	O
	has	V	O
	failed	V	O
	to	P	O
	sedate	V	O
	me	O	O
	#bipolar	#	O
	#insomnia	#	O
	0	0	O
Sentence: 65	(triggering)	V	O
	so..	R	O
	.	,	O
	i'm	L	O
	taking	V	O
	quetiapine	N	O
	and	&	O
	tramadol	N	O
	pre-cutting	N	O
	.	,	O
	i'm	L	O
	allergic	A	B-ADR
	to	P	O
	tramadol...this	O	O
	should	V	O
	be	V	O
	interesting	A	O
	#selfharm	#	O
	0	0	O
Sentence: 66	all	D	O
	i	O	O
	have	V	O
	done	V	O
	today	N	O
	is	V	O
	sleep	N	B-ADR
	.	,	O
	and	&	O
	i	O	O
	still	R	O
	need	V	O
	to	P	O
	sleep	V	O
	more	A	O
	.	,	O
	this	O	O
	is	V	O
	a	D	O
	welcome	A	O
	change	N	O
	.	,	O
	#quetiapine	#	O
	0	0	O
