Sentence #	Word	NPOS	Tag	
Sentence: 12	the	DT	O
	fluoroquinolone	JJ	O
	syndrome	JJ	O
	&lt;-have	NN	O
	you	PRP	O
	experienced	VBD	O
	side	JJ	O
	effects	NNS	O
	from	IN	O
	taking	VBG	O
	quinolones	NNS	O
	antibiotics	NNS	O
	(e.g	VBP	O
	.	.	O
	cipro)	NN	O
	?	.	O
	0	0	O
Sentence: 13	starting	VBG	O
	the	DT	O
	cipro	NN	O
	and	CC	O
	flagyl	NN	O
	today	NN	O
	:	:	O
	(	(	O
	this	DT	O
	should	MD	O
	be	VB	O
	fuuuuun	JJ	O
	0	0	O
Sentence: 14	@princessdolly85	VB	O
	off	RP	O
	ivs	NN	O
	for	IN	O
	another	DT	O
	3	CD	O
	weeks	NNS	O
	for	IN	O
	til	NN	O
	tue	NN	O
	til	NN	O
	improve	VB	O
	or	CC	O
	ivs	VB	O
	sooner	NN	O
	:	:	O
	-/	JJ	O
	hope	VBP	O
	cipro	NNS	O
	have	VBP	O
	helped	VBN	O
	,	,	O
	shame	VB	O
	about	IN	O
	no	DT	O
	sun	NN	O
	0	0	O
Sentence: 15	rt	NN	O
	@lemonka	NN	O
	:	:	O
	the	DT	O
	lady	NN	O
	from	IN	O
	the	DT	O
	bank	NN	O
	later	RB	O
	said	VBD	O
	sir	NN	O
	this	DT	O
	means	VBZ	O
	that	IN	O
	cipro	JJ	O
	discontinued	VBN	O
	your	PRP$	O
	business	NN	O
	&	CC	O
	since	IN	O
	this	DT	O
	a	DT	O
	...	:	O
	http	NN	O
	:	:	O
	//t.co/qjmiuram�	NN	O
	0	0	O
Sentence: 16	harde	NN	O
	rt	NN	O
	@baokent	NN	O
	:	:	O
	:	:	O
	(	(	O
	�@lemonka	NN	O
	:	:	O
	great	JJ	O
	cipro	NN	O
	advertised	VBD	O
	my	PRP$	O
	company	NN	O
	for	IN	O
	interested	JJ	O
	bidders.�	NN	O
	0	0	O
Sentence: 17	rt	NN	O
	@indigo_rosie	NN	O
	:	:	O
	my	PRP$	O
	medication	NN	O
	gives	VBZ	O
	me	PRP	O
	weird	JJ	B-ADR
	&	CC	I-ADR
	bizarre	JJ	I-ADR
	dreams	NNS	I-ADR
	.	.	O
	not	RB	O
	all	DT	O
	bad	JJ	O
	though	IN	O
	.	.	O
	last	JJ	O
	night	NN	O
	i	NN	O
	had	VBD	O
	dinner	NN	O
	with	IN	O
	the	DT	O
	rolling	VBG	O
	stones	NNS	O
	#cipro�	NNS	O
	0	0	O
Sentence: 18	@simbukha	NN	O
	hey	NN	O
	sim	NN	O
	!	.	O
	i	NN	O
	never	RB	O
	chat	WP	O
	wth	VBD	O
	u	JJ	O
	via	IN	O
	dis	JJ	O
	social	JJ	O
	netwek	NN	O
	,	,	O
	r	NN	O
	u	JJ	O
	great	JJ	O
	dou	NN	O
	?	.	O
	@cypro	JJ	O
	0	0	O
Sentence: 19	i	NN	O
	hope	VBP	O
	this	DT	O
	annual	JJ	O
	cipro	NN	O
	diet	JJ	O
	tradition	NN	O
	doesn�t	VBZ	O
	become	VB	O
	a	DT	O
	tradit�	JJ	O
	damnit	NN	O
	.	.	O
	0	0	O
Sentence: 20	@rickywarwick	NNS	O
	so	RB	O
	true	JJ	O
	ricky	NN	O
	!	.	O
	i	JJ	O
	went	VBD	O
	into	IN	O
	anaphylactic	JJ	B-ADR
	shock	NN	I-ADR
	&	CC	O
	almost	RB	B-ADR
	died	VBD	I-ADR
	from	IN	O
	taking	VBG	O
	cipro	JJ	O
	!	.	O
	dangerous	JJ	O
	drug	NN	O
	-	:	O
	be	VB	O
	careful	JJ	O
	!	.	O
	!	.	O
	take	VB	O
	care	NN	O
	.	.	O
	0	0	O
Sentence: 21	cipro	NN	O
	makes	VBZ	O
	my	PRP$	O
	nose	JJ	B-ADR
	feel	NN	I-ADR
	like	IN	I-ADR
	its	PRP$	I-ADR
	bleeding	NN	I-ADR
	.	.	O
	but	CC	O
	it's	JJ	O
	not	RB	O
	.	.	O
	#phantomsangre	VB	O
	0	0	O
Sentence: 22	@reditlhabi	NN	O
	after	IN	O
	holding	VBG	O
	for	IN	O
	2	CD	O
	hours	NNS	O
	on	IN	O
	#cipc	JJ	O
	#cipro	NNP	O
	,	,	O
	the	DT	O
	consultant	NN	O
	just	RB	O
	greeted	VBN	O
	,	,	O
	asked	VBD	O
	my	PRP$	O
	problem	NN	O
	and	CC	O
	dropped	VBD	O
	the	DT	O
	phone	NN	O
	!	.	O
	!	.	O
	!	.	O
	!	.	O
	!	.	O
	!	.	O
	!	.	O
	!	.	O
	!	.	O
	!	.	O
	0	0	O
Sentence: 23	all	DT	O
	i	NNS	O
	have	VBP	O
	to	TO	O
	say	VB	O
	is	VBZ	O
	cipro	JJ	O
	will	MD	O
	mess	VB	O
	you	PRP	O
	up	RP	O
	kids	NNS	O
	.	.	O
	don't	VB	O
	get	VB	O
	sick	JJ	O
	!	.	O
	#blagh	JJ	O
	#gross	IN	O
	#weak	NN	B-ADR
	0	0	O
Sentence: 24	@jessielee122	IN	O
	you	PRP	O
	can	MD	O
	say	VB	O
	that	DT	O
	again	RB	O
	!	.	O
	i	NN	O
	trusted	VBD	O
	my	PRP$	O
	doc	NN	O
	and	CC	O
	ended	VBD	O
	up	RB	O
	crippled	JJ	B-ADR
	thanks	NNS	O
	to	TO	O
	just	RB	O
	12	CD	O
	cipro	JJ	O
	pills	NNS	O
	.	.	O
	going	VBG	O
	on	IN	O
	4	CD	O
	years	NNS	O
	now	RB	O
	.	.	O
	0	0	O
Sentence: 25	@doctormcpa	JJ	O
	@sarahrnay	NNP	O
	am	VBP	O
	i	JJ	O
	reading	NN	O
	this	DT	O
	correctly...are	NN	O
	you	PRP	O
	prescribing	VBP	O
	cipro	NNS	O
	for	IN	O
	simple	JJ	O
	utis	NN	O
	?	.	O
	?	.	O
	0	0	O
Sentence: 26	i'm	VB	O
	too	RB	O
	numb	JJ	B-ADR
	to	TO	I-ADR
	feel	VB	I-ADR
	,	,	O
	blow	VB	O
	out	RP	O
	the	DT	O
	candle	NN	O
	,	,	O
	blindness	NN	O
	#np	NN	O
	#cymbalta	NN	O
	0	0	O
Sentence: 27	@kenzo_fosho	JJ	O
	depression	NN	O
	hurts	VBZ	O
	cymbalta	NN	O
	can	MD	O
	help	VB	O
	0	0	O
Sentence: 28	depression	NN	O
	hurts	VBZ	O
	cymbalta	NN	O
	can	MD	O
	kill	VB	O
	you	PRP	O
	0	0	O
Sentence: 29	depression	NN	O
	hurts	VBZ	O
	cymbalta	NN	O
	can	MD	O
	help	VB	O
	0	0	O
Sentence: 30	@docwashburn	NN	O
	i'm	VBZ	O
	not	RB	O
	trying	VBG	O
	to	TO	O
	start	VB	O
	any	DT	O
	immature	NN	O
	fight	NN	O
	with	IN	O
	you	PRP	O
	.	.	O
	but	CC	O
	ask	VB	O
	you	PRP	O
	to	TO	O
	realize	VB	O
	how	WRB	O
	dangerous	JJ	O
	"	NN	O
	"	NNP	O
	medicine	NN	O
	"	NNP	O
	"	NNP	O
	is	VBZ	O
	.	.	O
	like	IN	O
	"	NNP	O
	"	NNP	O
	cymbalta	NN	O
	"	NNP	O
	"	NNP	O
	.	.	O
	0	0	O
Sentence: 31	i	NN	O
	don't	VBP	O
	get	VB	O
	why	WRB	O
	they	PRP	O
	make	VBP	O
	stuff	NN	O
	like	IN	O
	cymbalta	NN	O
	to	TO	O
	decrease	VB	O
	the	DT	O
	suicide	NN	O
	rate	NN	O
	,	,	O
	when	WRB	O
	there	EX	O
	are	VBP	O
	bunch	NN	O
	of	IN	O
	precautions	NNS	O
	about	IN	O
	how	WRB	O
	it	PRP	O
	may	MD	O
	kill	VB	O
	you	PRP	O
	.	.	O
	0	0	O
Sentence: 32	my	PRP$	O
	sim	JJ	O
	card	NN	O
	isn't	NN	O
	working	VBG	O
	aaggh	NN	O
	i	JJ	O
	feel	VBP	O
	like	IN	O
	im	NN	O
	having	VBG	O
	cymbalta	NN	O
	withdrawal	NN	B-ADR
	again	RB	O
	aaagh	JJ	O
	aaaggh	NN	O
	0	0	O
Sentence: 33	rejection	NN	O
	hurts	NNS	O
	,	,	O
	cymbalta	NN	O
	can	MD	O
	help	VB	O
	http	VB	O
	:	:	O
	//t.co/wzwddt6hyc	NN	O
	0	0	O
Sentence: 34	@stevecoy	JJ	O
	@joelanair	NN	O
	all	PDT	O
	the	DT	O
	things	NNS	O
	i	VBP	O
	have	VBP	O
	just	RB	O
	make	VB	O
	me	PRP	O
	sleepy	VB	B-ADR
	as	IN	O
	hell	NN	O
	:	:	O
	cymbalta	NN	O
	,	,	O
	klonopin	NN	O
	,	,	O
	ambien	NN	O
	.	.	O
	wait	VB	O
	what	WP	O
	if	IN	O
	i	JJ	O
	take	VBP	O
	em	VBP	O
	all	DT	O
	togethhssaagg	NN	O
	0	0	O
Sentence: 35	@galaxiianxoxo	JJ	O
	depression	NN	O
	hurts	NNS	O
	,	,	O
	cymbalta	NN	O
	can	MD	O
	help	VB	O
	.	.	O
	0	0	O
Sentence: 36	some	DT	O
	girls	NNS	O
	are	VBP	O
	to	TO	O
	depressed	VBN	O
	for	IN	O
	nothing	NN	O
	.	.	O
	bitch	VB	O
	take	VB	O
	cymbalta	NN	O
	or	CC	O
	something	NN	O
	shit	NNS	O
	0	0	O
Sentence: 37	coming	VBG	O
	off	RP	O
	cymbalta	NN	O
	cold	JJ	O
	turkey.	NN	O
	.	.	O
	day	NN	O
	4..	CD	O
	.	.	O
	i	JJ	O
	think	VBP	O
	i	NNS	O
	have	VBP	O
	vertigo	NN	B-ADR
	!	.	O
	this	DT	O
	is	VBZ	O
	awful	JJ	O
	.	.	O
	0	0	O
Sentence: 38	well	RB	O
	you	PRP	O
	better	JJR	O
	go	VB	O
	get	VB	O
	your	PRP$	O
	depressed	JJ	O
	ass	NN	O
	to	TO	O
	that	DT	O
	store	NN	O
	and	CC	O
	get	VB	O
	you	PRP	O
	some	DT	O
	cymbalta	VBP	O
	"	JJ	O
	"	NNP	O
	@gayass_kathy	NN	O
	:	:	O
	how	WRB	O
	i	JJ	O
	feel	VBP	O
	http	NNS	O
	:	:	O
	//t.co/9yfea2otmj	NN	O
	"	NN	O
	"	NN	O
	0	0	O
Sentence: 39	somebody	NN	O
	pass	VBZ	O
	the	DT	O
	cymbalta	NN	O
	0	0	O
Sentence: 40	and	CC	O
	so	IN	O
	it	PRP	O
	was	VBD	O
	decreed	VBN	O
	on	IN	O
	this	DT	O
	day	NN	O
	in	IN	O
	2013	CD	O
	,	,	O
	year	NN	O
	of	IN	O
	our	PRP$	O
	lord	NN	O
	that	IN	O
	my	PRP$	O
	first	JJ	O
	born	VBN	O
	shall	MD	O
	be	VB	O
	nameth	JJ	O
	cymbalta	NN	O
	.	.	O
	0	0	O
Sentence: 41	just	RB	O
	timed	VBN	O
	a	DT	O
	cymbalta	JJ	O
	commercial	JJ	O
	.	.	O
	50	CD	O
	of	IN	O
	the	DT	O
	70	CD	O
	seconds	NNS	O
	was	VBD	O
	side	JJ	O
	effects	NNS	O
	and	CC	O
	warnings	NNS	O
	.	.	O
	so	RB	O
	,	,	O
	how	WRB	O
	bad	JJ	O
	is	VBZ	O
	your	PRP$	O
	arthritis	NN	O
	?	.	O
	?	.	O
	0	0	O
Sentence: 42	depression	NN	O
	hurts	NNS	O
	.	.	O
	cymbalta	NN	O
	can	MD	O
	help	VB	O
	.	.	O
	0	0	O
Sentence: 43	i	NN	O
	feel	VBP	O
	soo	RB	O
	much	RB	O
	better	JJR	O
	today	NN	O
	,	,	O
	cymbalta	NN	O
	with	IN	B-ADR
	drawls	NN	I-ADR
	are	VBP	O
	going	VBG	O
	away	RB	O
	:	:	O
	))	NN	O
	0	0	O
Sentence: 44	@neomoms	NNS	O
	i	NN	O
	had	VBD	O
	been	VBN	O
	blaming	VBG	O
	my	PRP$	O
	dizziness	NN	B-ADR
	upon	IN	O
	standing	VBG	O
	to	TO	O
	my	PRP$	O
	menopause	NN	O
	but	CC	O
	now	RB	O
	on	IN	O
	hrt	NN	O
	&	CC	O
	no	DT	O
	more	JJR	O
	flashes	NNS	O
	so	RB	O
	looked	VBD	O
	at	IN	O
	cymbalta	JJ	O
	side	NN	O
	effs	NNS	O
	0	0	O
Sentence: 45	@deltrimental	JJ	O
	effexor	NN	O
	i	NN	O
	found	VBD	O
	was	VBD	O
	not	RB	O
	so	RB	O
	bad	JJ	O
	.	.	O
	currently	RB	O
	on	IN	O
	cymbalta	NN	O
	&the	NN	O
	wdrawals	NNS	B-ADR
	are	VBP	O
	vile	JJ	O
	.	.	O
	internet	JJ	O
	full	JJ	O
	of	IN	O
	horror	NN	O
	stories	NNS	O
	,	,	O
	0	0	O
Sentence: 46	cymbalta	NN	O
	,	,	O
	my	PRP$	O
	mood	NN	B-ADR
	has	VBZ	O
	worsened	VBN	O
	0	0	O
Sentence: 47	from	IN	O
	jessica	NN	O
	i	NNS	O
	have	VBP	O
	recently	RB	O
	changed	VBN	O
	anti-depressants	NNS	O
	from	IN	O
	cymbalta	NN	O
	to	TO	O
	zoloft...does	VB	O
	anyone	NN	O
	else	RB	O
	get	VB	O
	daily	JJ	O
	migraines	NNS	B-ADR
	from	IN	O
	taking	VBG	O
	zoloft	CD	O
	?	.	O
	0	0	O
Sentence: 48	i	JJ	O
	swear	VBP	O
	thia	JJ	O
	cymbalta	NN	O
	is	VBZ	O
	causing	VBG	O
	me	PRP	O
	to	TO	O
	have	VB	O
	horrible	JJ	O
	nightmares	NNS	B-ADR
	!	.	O
	0	0	O
Sentence: 49	rt	NN	O
	@em_wolbert	NN	O
	:	:	O
	depression	NN	O
	hurts	NNS	O
	,	,	O
	cymbalta	NN	O
	can	MD	O
	help	VB	O
	0	0	O
Sentence: 50	i	NNS	O
	rilly	RB	O
	want	VBP	O
	to	TO	O
	get	VB	O
	off	RP	O
	cymbalta	NN	O
	but	CC	O
	i	VBP	O
	don't	VBP	O
	want	VBP	O
	to	TO	O
	suffer	VB	O
	through	IN	O
	terrible	JJ	O
	withdrawals	NNS	B-ADR
	0	0	O
Sentence: 51	@ettube	JJ	O
	@davidjuurlink	NN	O
	did	VBD	O
	you	PRP	O
	know	VBP	O
	that	DT	O
	pts	NNS	O
	on	IN	O
	dabigatran	NN	O
	in	IN	O
	re-ly	JJ	O
	had	VBD	O
	increased	VBN	O
	rate	NN	O
	myocardial	NN	O
	ischemia	NN	O
	?	.	O
	interested	JJ	O
	in	IN	O
	postmarketing	VBG	O
	data	NNS	O
	0	0	O
Sentence: 52	rt	NN	O
	@awesomereview	NN	O
	:	:	O
	side	JJ	O
	effect	NN	O
	of	IN	O
	dabigatran	NN	O
	,	,	O
	bleeding	VBG	O
	where	WRB	O
	?	.	O
	0	0	O
Sentence: 53	@_nmay	JJ	O
	thanks	NNS	O
	for	IN	O
	posting	VBG	O
	this	DT	O
	!	.	O
	have	VBP	O
	often	RB	O
	wondered	VBN	O
	about	IN	O
	new	JJ	O
	oacs	NNS	O
	like	IN	O
	dabigatran	NN	O
	and	CC	O
	bleeding	NN	O
	crises	NNS	O
	.	.	O
	0	0	O
Sentence: 54	rt	NN	O
	@myeloma_doc	NN	O
	:	:	O
	data	NNS	O
	with	IN	O
	denosumab	NN	O
	in	IN	O
	#myeloma	NN	O
	:	:	O
	may	MD	O
	be	VB	O
	alternative	JJ	O
	to	TO	O
	reduce	VB	O
	skeletal	JJ	O
	events	NNS	O
	in	IN	O
	deteriorating	VBG	O
	renal	JJ	O
	function	NN	O
	(http	NN	O
	:	:	O
	//t.co�	NN	O
	0	0	O
Sentence: 55	rt	NN	O
	@theannals	NNS	O
	:	:	O
	the	DT	O
	role	NN	O
	of	IN	O
	denosumab	NN	O
	for	IN	O
	prevention	NN	O
	of	IN	O
	skeletal-related	JJ	O
	complications	NNS	O
	in	IN	O
	multiple	JJ	O
	myeloma	NN	O
	(july/august)	NN	O
	:	:	O
	obje..	NN	O
	.	.	O
	http	NN	O
	:	:	O
	//t.c�	NN	O
	0	0	O
Sentence: 56	dronedarone	NN	O
	not	RB	O
	recommended	VBD	O
	for	IN	O
	patients	NNS	O
	with	IN	O
	permanent	JJ	O
	#afib	NN	O
	or	CC	O
	for	IN	O
	the	DT	O
	sole	JJ	O
	purpose	NN	O
	of	IN	O
	rate	NN	O
	control	NN	O
	-	:	O
	anne	NN	O
	gillis	NN	O
	#ehraeuropace	NN	O
	0	0	O
Sentence: 57	in	IN	O
	esc	JJ	O
	2012	CD	O
	#afib	NN	O
	focused	VBD	O
	update	JJ	O
	dronedarone	NN	O
	not	RB	O
	recommended	VBN	O
	in	IN	O
	#heartfail	NNP	O
	&	CC	O
	recommended	VBD	O
	second	NN	O
	to	TO	O
	sotalol	VB	O
	in	IN	O
	#chd	NNP	O
	-	:	O
	john	NN	O
	camm	NN	O
	#ehraeuropace	NN	O
	0	0	O
Sentence: 58	rt	NN	O
	@escardio	NN	O
	:	:	O
	dronedarone	NN	O
	not	RB	O
	recommended	VBD	O
	for	IN	O
	patients	NNS	O
	with	IN	O
	permanent	JJ	O
	#afib	NN	O
	or	CC	O
	for	IN	O
	the	DT	O
	sole	JJ	O
	purpose	NN	O
	of	IN	O
	rate	NN	O
	control	NN	O
	-	:	O
	anne	NN	O
	gillis	NN	O
	#ehraeuro�	NN	O
	0	0	O
Sentence: 59	@mookpixie	NN	O
	apparently	RB	O
	duloxetine	VBZ	O
	is	VBZ	O
	one	CD	O
	of	IN	O
	the	DT	O
	more	RBR	O
	expensive	JJ	O
	drugs	NNS	O
	but	CC	O
	i'm	JJ	O
	sure	NN	O
	does	VBZ	O
	not	RB	O
	suit	VB	O
	everyone	NN	O
	0	0	O
Sentence: 60	rt	NN	O
	@swog	NN	O
	:	:	O
	#s1202	JJ	O
	ph	NN	O
	iii	NN	O
	study	NN	O
	now	RB	O
	open	VBZ	O
	at	IN	O
	38	CD	O
	sites	NNS	O
	,	,	O
	w	RB	O
	more	RBR	O
	every	DT	O
	day	NN	O
	:	:	O
	duloxetine	NN	O
	for	IN	O
	ai-induced	JJ	O
	pain	NN	O
	in	IN	O
	#breastcancer	NNP	O
	#swogonc	NNP	O
	http	NN	O
	:	:	O
	//t.co/�	NN	O
	0	0	O
Sentence: 61	#effexor	NN	O
	#withdrawl	NN	B-ADR
	is	VBZ	O
	a	DT	O
	monster	NN	O
	that	WDT	O
	i	NN	O
	have	VBP	O
	taken	VBN	O
	by	IN	O
	the	DT	O
	horns	NNS	O
	and	CC	O
	am	VBP	O
	wrestling	VBG	O
	to	TO	O
	the	DT	O
	ground...this	JJ	O
	time	NN	O
	i	NN	O
	am	VBP	O
	winning	VBG	O
	!	.	O
	7thdayfree	CD	O
	0	0	O
Sentence: 62	found	VBN	O
	them	PRP	O
	.	.	O
	starting	VBG	O
	back	RP	O
	up	RP	O
	on	IN	O
	effexor	NN	O
	.	.	O
	vomits	NNS	B-ADR
	shall	MD	O
	ensue	VB	O
	!	.	O
	0	0	O
Sentence: 63	@culturalsavage	NN	O
	can	MD	O
	i	VB	O
	ask	VB	O
	what	WP	O
	you're	NN	O
	switching	VBG	O
	from/to	NN	O
	?	.	O
	i've	NN	O
	had	VBD	O
	to	TO	O
	come	VB	O
	off	RP	O
	effexor	JJ	O
	twice	RB	O
	over	IN	O
	the	DT	O
	years	NNS	O
	,	,	O
	and	CC	O
	it's	VB	O
	the	DT	O
	absolute	NN	O
	pits	NNS	O
	.	.	O
	0	0	O
Sentence: 64	crying	VBG	B-ADR
	randomly	RB	O
	at	IN	O
	nothing	NN	O
	and	CC	O
	everything	NN	O
	.	.	O
	sigh	JJ	O
	.	.	O
	thank	NN	O
	you	PRP	O
	#effexor	VBP	O
	#withdrawls	NNS	B-ADR
	can	MD	O
	you	PRP	O
	just	RB	O
	exit	VB	O
	my	PRP$	O
	system	NN	O
	already	RB	O
	.	.	O
	0	0	O
Sentence: 65	day	NN	O
	6	CD	O
	cold	JJ	O
	turkey	NN	O
	from	IN	O
	effexor	NN	O
	.	.	O
	i	VB	O
	believe	VBP	O
	this	DT	O
	pic	NN	O
	adequately	RB	O
	represents	VBZ	O
	my	PRP$	O
	descent	NN	B-ADR
	into	IN	I-ADR
	madness	NN	I-ADR
	.	.	O
	or	CC	O
	whatever	WDT	O
	.	.	O
	http	NN	O
	:	:	O
	//t.co/vz0ofabia0	NN	O
	0	0	O
Sentence: 66	@thatjunkiechick	JJ	O
	thank	NN	O
	you	PRP	O
	!	.	O
	coming	VBG	B-ADR
	off	RP	I-ADR
	effexor	NN	I-ADR
	is	VBZ	I-ADR
	not	RB	I-ADR
	fun	JJ	I-ADR
	!	.	O
	0	0	O
Sentence: 67	@llamaprincess_x	JJ	O
	i've	NN	O
	been	VBN	O
	taking	VBG	O
	effexor	NN	O
	,	,	O
	and	CC	O
	it's	RB	O
	been	VBN	O
	working	VBG	O
	for	IN	O
	me	PRP	O
	.	.	O
	maybe	RB	O
	ask	VB	O
	your	PRP$	O
	parents	NNS	O
	to	TO	O
	try	VB	O
	something	NN	O
	else	RB	O
	?	.	O
	0	0	O
Sentence: 68	effexor	JJ	O
	side	NN	O
	effects;	NN	O
	headaches	NNS	B-ADR
	,	,	O
	no	DT	B-ADR
	appetite	NN	I-ADR
	.	.	O
	0	0	O
Sentence: 69	@anarchasxworker	NN	O
	coming	VBG	B-ADR
	off	RP	I-ADR
	effexor	NN	I-ADR
	was	VBD	I-ADR
	the	DT	I-ADR
	worst	JJS	I-ADR
	ever	RB	O
	.	.	O
	even	RB	O
	my	PRP$	O
	doctor	NN	O
	was	VBD	O
	terrified	VBN	O
	of	IN	O
	me	PRP	O
	doing	VBG	O
	it	PRP	O
	but	CC	O
	the	DT	O
	side	NN	O
	effects	NNS	O
	left	VBD	O
	me	PRP	O
	no	DT	O
	choice	NN	O
	.	.	O
	0	0	O
Sentence: 70	taking	VBG	O
	effexor	NN	O
	,	,	O
	drinking	VBG	O
	ice	NN	O
	water	NN	O
	,	,	O
	taking	VBG	O
	a	DT	O
	cool	JJ	O
	shower	NN	O
	right	NN	O
	before	IN	O
	bedtime	NN	O
	and	CC	O
	not	RB	O
	drying	VBG	O
	my	PRP$	O
	hair	NN	O
	,	,	O
	and	CC	O
	running	VBG	O
	the	DT	O
	ceiling	NN	O
	fan	NN	O
	on	IN	O
	high	JJ	O
	.	.	O
	0	0	O
Sentence: 71	down	RB	O
	to	TO	O
	just	RB	O
	one	CD	O
	tiny	JJ	O
	dose	NN	O
	of	IN	O
	effexor	JJ	O
	each	DT	O
	night	NN	O
	now	RB	O
	.	.	O
	today	NN	O
	wasnt	VBD	O
	too	RB	O
	bad	JJ	O
	in	IN	O
	terms	NNS	O
	of	IN	O
	anxiety	NN	O
	&	CC	O
	depression	NN	O
	,	,	O
	but	CC	O
	irritability	NN	B-ADR
	?	.	O
	woosh	NN	O
	!	.	O
	!	.	O
	way	NN	O
	up	IN	O
	0	0	O
Sentence: 72	@catthoma	RB	O
	right	NN	O
	,	,	O
	some	DT	O
	ssris	NN	O
